Title,Subtitle,Composer,Orig. composer,Source,Document,Volume,Date,Page,Editor,Encoder,Arranger,Intabulator,Contributor,Concordances,Piece,Section,Type,Key,Difficulty,Ensemble,Part,Remarks,Recording,Facsimile,Fronimo,PDF,Midi,Created,Modified
8. F du mein schatz,,Anonymous,,CH-SAM:Samedon Fundazium Planta,Ms. FP M2,,1550,f.2b,Sarge Gerbode,Sarge Gerbode,,,,,,,"vocal intabulation, lied",FM,3,6-course,,,,https://lutemusic.org/facsimiles/CH-SAM_Samedon_Fundazium_Planta/Ms._FP_M2_1550/2.png,https://lutemusic.org/sources/CH-SAM_Samedon_Fundazium_Planta/Ms._FP_M2_1550/8_f_du_mein_schatz_anon.ft3,https://lutemusic.org/sources/CH-SAM_Samedon_Fundazium_Planta/Ms._FP_M2_1550/pdf/8_f_du_mein_schatz_anon.pdf,https://lutemusic.org/sources/CH-SAM_Samedon_Fundazium_Planta/Ms._FP_M2_1550/midi/8_f_du_mein_schatz_anon.mid,1709916918,1670261282
Dance 2,,Anonymous,,Oscar Chilesotti,Da un codice lauten-buch,,1580,%2,Sarge Gerbode,Sarge Gerbode,,,,,Dance 2,,"dance, pavane",Gm,2,6-course,,,,,https://lutemusic.org/sources/ChilesottiO/Da_un_codice_lauten-buch_1580/dance_02.ft3,https://lutemusic.org/sources/ChilesottiO/Da_un_codice_lauten-buch_1580/pdf/dance_02.pdf,https://lutemusic.org/sources/ChilesottiO/Da_un_codice_lauten-buch_1580/midi/dance_02.mid,1709916918,1586042061
Dance 3,,Anonymous,,Oscar Chilesotti,Da un codice lauten-buch,,1580,%3,Sarge Gerbode,Sarge Gerbode,,,,,Dance 3,,"dance, pavane",Dm,2,6-course,,,,,https://lutemusic.org/sources/ChilesottiO/Da_un_codice_lauten-buch_1580/dance_03.ft3,https://lutemusic.org/sources/ChilesottiO/Da_un_codice_lauten-buch_1580/pdf/dance_03.pdf,https://lutemusic.org/sources/ChilesottiO/Da_un_codice_lauten-buch_1580/midi/dance_03.mid,1709916918,1586042061
Dance 4,,Anonymous,,Oscar Chilesotti,Da un codice lauten-buch,,1580,%4,Sarge Gerbode,Sarge Gerbode,,,,,Dance 4,,saltarello,FM,3,7-course,,,,,https://lutemusic.org/sources/ChilesottiO/Da_un_codice_lauten-buch_1580/dance_04.ft3,https://lutemusic.org/sources/ChilesottiO/Da_un_codice_lauten-buch_1580/pdf/dance_04.pdf,https://lutemusic.org/sources/ChilesottiO/Da_un_codice_lauten-buch_1580/midi/dance_04.mid,1709916918,1586042061
Dove son quei fieri occhi,,Anonymous,,Oscar Chilesotti,Da un codice lauten-buch,,1580,%5,Sarge Gerbode,Sarge Gerbode,,,,,Dove son quei fieri occhi,,vocal intabulation,Cm,2,6-course,,,,,https://lutemusic.org/sources/ChilesottiO/Da_un_codice_lauten-buch_1580/dove_son_quei_fieri_occhi.ft3,https://lutemusic.org/sources/ChilesottiO/Da_un_codice_lauten-buch_1580/pdf/dove_son_quei_fieri_occhi.pdf,https://lutemusic.org/sources/ChilesottiO/Da_un_codice_lauten-buch_1580/midi/dove_son_quei_fieri_occhi.mid,1709916918,1586042061
Gagliarda,,Anonymous,,Oscar Chilesotti,Da un codice lauten-buch,,1580,%8,Sarge Gerbode,Sarge Gerbode,,,,,Galliard,,Galliard,FM,2,7-course,,,,,https://lutemusic.org/sources/ChilesottiO/Da_un_codice_lauten-buch_1580/gagliarda.ft3,https://lutemusic.org/sources/ChilesottiO/Da_un_codice_lauten-buch_1580/pdf/gagliarda.pdf,https://lutemusic.org/sources/ChilesottiO/Da_un_codice_lauten-buch_1580/midi/gagliarda.mid,1709916918,1658865931
Io vorrei pur fuggir,,Anonymous,,Oscar Chilesotti,Da un codice lauten-buch,,1580,%6,Sarge Gerbode,Sarge Gerbode,,,,,Io vorrei pur fuggir,,vocal intabulation,FM,3,6-course,,,,,https://lutemusic.org/sources/ChilesottiO/Da_un_codice_lauten-buch_1580/io_vorrei_pur_fuggir.ft3,https://lutemusic.org/sources/ChilesottiO/Da_un_codice_lauten-buch_1580/pdf/io_vorrei_pur_fuggir.pdf,https://lutemusic.org/sources/ChilesottiO/Da_un_codice_lauten-buch_1580/midi/io_vorrei_pur_fuggir.mid,1709916918,1586042061
Italiana,,Anonymous,,Oscar Chilesotti,Da un codice lauten-buch,,1580,%9,Sarge Gerbode,Sarge Gerbode,,Sarge Gerbode,,,Italiana,,galliard,FM,2,6-course,,,,,https://lutemusic.org/sources/ChilesottiO/Da_un_codice_lauten-buch_1580/italiana.ft3,https://lutemusic.org/sources/ChilesottiO/Da_un_codice_lauten-buch_1580/pdf/italiana.pdf,https://lutemusic.org/sources/ChilesottiO/Da_un_codice_lauten-buch_1580/midi/italiana.mid,1709916918,1586042061
Nachtanz 1,,Anonymous,,Oscar Chilesotti,Da un codice lauten-buch,,1580,%11,Sarge Gerbode,Sarge Gerbode,,,,,Nachtanz 1,,"dance, nachtanz",CM,2,6-course,,,,,https://lutemusic.org/sources/ChilesottiO/Da_un_codice_lauten-buch_1580/nachdance_01.ft3,https://lutemusic.org/sources/ChilesottiO/Da_un_codice_lauten-buch_1580/pdf/nachdance_01.pdf,https://lutemusic.org/sources/ChilesottiO/Da_un_codice_lauten-buch_1580/midi/nachdance_01.mid,1709916918,1586042061
Nachtanz 3,,Anonymous,,Oscar Chilesotti,Da un codice lauten-buch,,1580,%10,Sarge Gerbode,Sarge Gerbode,,,,,Nachtanz 3,,"dance, nachtanz",DM,2,6-course,,,,,https://lutemusic.org/sources/ChilesottiO/Da_un_codice_lauten-buch_1580/nachdance_03.ft3,https://lutemusic.org/sources/ChilesottiO/Da_un_codice_lauten-buch_1580/pdf/nachdance_03.pdf,https://lutemusic.org/sources/ChilesottiO/Da_un_codice_lauten-buch_1580/midi/nachdance_03.mid,1709916918,1586042061
Se io m'accorgo ben,,Anonymous,,Oscar Chilesotti,Da un codice lauten-buch,,1580,%7,Sarge Gerbode,Sarge Gerbode,,,,,Se io m'accorgo ben,,vocal intabulation,Cm,2,6-course,,,,,https://lutemusic.org/sources/ChilesottiO/Da_un_codice_lauten-buch_1580/se_io_m_accorgo_ben.ft3,https://lutemusic.org/sources/ChilesottiO/Da_un_codice_lauten-buch_1580/pdf/se_io_m_accorgo_ben.pdf,https://lutemusic.org/sources/ChilesottiO/Da_un_codice_lauten-buch_1580/midi/se_io_m_accorgo_ben.mid,1709916918,1586042061
Untitled,,Anonymous,,Oscar Chilesotti,Da un codice lauten-buch,,1580,%33,Sarge Gerbode,Sarge Gerbode,,,,,Untitled,,vocal intabulation,FM,2,6-course,,,,,https://lutemusic.org/sources/ChilesottiO/Da_un_codice_lauten-buch_1580/song.ft3,https://lutemusic.org/sources/ChilesottiO/Da_un_codice_lauten-buch_1580/pdf/song.pdf,https://lutemusic.org/sources/ChilesottiO/Da_un_codice_lauten-buch_1580/midi/song.mid,1709916918,1586042061
Vaghe belleze,,Anonymous,,Oscar Chilesotti,Da un codice lauten-buch,,1580,%1,Sarge Gerbode,Sarge Gerbode,,Sarge Gerbode,,,Vaghe belleze,,allemande,FM,3,7-course,,,,,https://lutemusic.org/sources/ChilesottiO/Da_un_codice_lauten-buch_1580/vaghe_belleze.ft3,https://lutemusic.org/sources/ChilesottiO/Da_un_codice_lauten-buch_1580/pdf/vaghe_belleze.pdf,https://lutemusic.org/sources/ChilesottiO/Da_un_codice_lauten-buch_1580/midi/vaghe_belleze.mid,1709916918,1586042061
13. Almain,,William Corkine,,William Corkine,Ayres to Sing and Play,1,1610,f.e1,Sarge Gerbode,Sarge Gerbode,,,,,,,allemande,Dm,3,7-course,,,,https://lutemusic.org/facsimiles/CorkineW/Ayres_to_Sing_and_Play/v.1_1610/e1.png,https://lutemusic.org/sources/CorkineW/ayres_to_sing_and_play/v.1_1610/lute/13_almain_lute.ft3,https://lutemusic.org/sources/CorkineW/ayres_to_sing_and_play/v.1_1610/lute/pdf/13_almain_lute.pdf,https://lutemusic.org/sources/CorkineW/ayres_to_sing_and_play/v.1_1610/lute/midi/13_almain_lute.mid,1709916918,1588468802
14. Pavane,,William Corkine,,William Corkine,Ayres to Sing and Play,1,1610,f.e1va,Sarge Gerbode,Sarge Gerbode,,,,,,,pavane,Dm,3,7-course,,,,https://lutemusic.org/facsimiles/CorkineW/Ayres_to_Sing_and_Play/v.1_1610/e1v.png,https://lutemusic.org/sources/CorkineW/ayres_to_sing_and_play/v.1_1610/lute/14_pavane_lute.ft3,https://lutemusic.org/sources/CorkineW/ayres_to_sing_and_play/v.1_1610/lute/pdf/14_pavane_lute.pdf,https://lutemusic.org/sources/CorkineW/ayres_to_sing_and_play/v.1_1610/lute/midi/14_pavane_lute.mid,1709916918,1588468802
15. Coranto,,William Corkine,,William Corkine,Ayres to Sing and Play,1,1610,f.e1vb,Sarge Gerbode,Sarge Gerbode,,,,,,,courante,DM,3,7-course,,,,https://lutemusic.org/facsimiles/CorkineW/Ayres_to_Sing_and_Play/v.1_1610/e1v.png,https://lutemusic.org/sources/CorkineW/ayres_to_sing_and_play/v.1_1610/lute/15_coranto_lute.ft3,https://lutemusic.org/sources/CorkineW/ayres_to_sing_and_play/v.1_1610/lute/pdf/15_coranto_lute.pdf,https://lutemusic.org/sources/CorkineW/ayres_to_sing_and_play/v.1_1610/lute/midi/15_coranto_lute.mid,1709916918,1588468802
16. Almain,,William Corkine,,William Corkine,Ayres to Sing and Play,1,1610,f.e2a,Sarge Gerbode,Sarge Gerbode,,,,,,,allemande,DM,3,7-course,,,,https://lutemusic.org/facsimiles/CorkineW/Ayres_to_Sing_and_Play/v.1_1610/e2.png,https://lutemusic.org/sources/CorkineW/ayres_to_sing_and_play/v.1_1610/lute/16_almain_lute.ft3,https://lutemusic.org/sources/CorkineW/ayres_to_sing_and_play/v.1_1610/lute/pdf/16_almain_lute.pdf,https://lutemusic.org/sources/CorkineW/ayres_to_sing_and_play/v.1_1610/lute/midi/16_almain_lute.mid,1709916918,1588468802
17. Coranto,,William Corkine,,William Corkine,Ayres to Sing and Play,1,1610,f.e2b,Sarge Gerbode,Sarge Gerbode,,,,,,,courante,DM,3,7-course,,,,https://lutemusic.org/facsimiles/CorkineW/Ayres_to_Sing_and_Play/v.1_1610/e2.png,https://lutemusic.org/sources/CorkineW/ayres_to_sing_and_play/v.1_1610/lute/17_coranto_lute.ft3,https://lutemusic.org/sources/CorkineW/ayres_to_sing_and_play/v.1_1610/lute/pdf/17_coranto_lute.pdf,https://lutemusic.org/sources/CorkineW/ayres_to_sing_and_play/v.1_1610/lute/midi/17_coranto_lute.mid,1709916918,1588468802
18. Pavane,,William Corkine,,William Corkine,Ayres to Sing and Play,1,1610,f.e2va,Sarge Gerbode,Sarge Gerbode,,,,,,,pavane,Dm,3,7-course,,,,https://lutemusic.org/facsimiles/CorkineW/Ayres_to_Sing_and_Play/v.1_1610/e2v.png,https://lutemusic.org/sources/CorkineW/ayres_to_sing_and_play/v.1_1610/lute/18_pavane_lute.ft3,https://lutemusic.org/sources/CorkineW/ayres_to_sing_and_play/v.1_1610/lute/pdf/18_pavane_lute.pdf,https://lutemusic.org/sources/CorkineW/ayres_to_sing_and_play/v.1_1610/lute/midi/18_pavane_lute.mid,1709916918,1588468802
19. Coranto,,William Corkine,,William Corkine,Ayres to Sing and Play,1,1610,f.e2vb,Sarge Gerbode,Sarge Gerbode,,,,,,,courante,Dm,3,7-course,,,,https://lutemusic.org/facsimiles/CorkineW/Ayres_to_Sing_and_Play/v.1_1610/e2v.png,https://lutemusic.org/sources/CorkineW/ayres_to_sing_and_play/v.1_1610/lute/19_coranto_lute.ft3,https://lutemusic.org/sources/CorkineW/ayres_to_sing_and_play/v.1_1610/lute/pdf/19_coranto_lute.pdf,https://lutemusic.org/sources/CorkineW/ayres_to_sing_and_play/v.1_1610/lute/midi/19_coranto_lute.mid,1709916918,1588468802
20. Galliard,,William Corkine,,William Corkine,Ayres to Sing and Play,1,1610,f.f1a,Sarge Gerbode,Sarge Gerbode,,,,,,,galliard,DM,3,7-course,,,,https://lutemusic.org/facsimiles/CorkineW/Ayres_to_Sing_and_Play/v.1_1610/f1.png,https://lutemusic.org/sources/CorkineW/ayres_to_sing_and_play/v.1_1610/lute/20_galliard_lute.ft3,https://lutemusic.org/sources/CorkineW/ayres_to_sing_and_play/v.1_1610/lute/pdf/20_galliard_lute.pdf,https://lutemusic.org/sources/CorkineW/ayres_to_sing_and_play/v.1_1610/lute/midi/20_galliard_lute.mid,1709916918,1588468802
21. Galliard,,William Corkine,,William Corkine,Ayres to Sing and Play,1,1610,f.f1b,Sarge Gerbode,Sarge Gerbode,,,,,,,galliard,Dm,3,7-course,,,,https://lutemusic.org/facsimiles/CorkineW/Ayres_to_Sing_and_Play/v.1_1610/f1.png,https://lutemusic.org/sources/CorkineW/ayres_to_sing_and_play/v.1_1610/lute/21_galliard_lute.ft3,https://lutemusic.org/sources/CorkineW/ayres_to_sing_and_play/v.1_1610/lute/pdf/21_galliard_lute.pdf,https://lutemusic.org/sources/CorkineW/ayres_to_sing_and_play/v.1_1610/lute/midi/21_galliard_lute.mid,1709916918,1588468802
22. Whoop! Do me no harm,,William Corkine,,William Corkine,Ayres to Sing and Play,1,1610,f.f1v,Sarge Gerbode,Sarge Gerbode,,,,,,,"vocal intabulation, popular theme",DM,3,7-course,,,,https://lutemusic.org/facsimiles/CorkineW/Ayres_to_Sing_and_Play/v.1_1610/f1v.png,https://lutemusic.org/sources/CorkineW/ayres_to_sing_and_play/v.1_1610/lute/22_whoop_do_me_no_harm_lute.ft3,https://lutemusic.org/sources/CorkineW/ayres_to_sing_and_play/v.1_1610/lute/pdf/22_whoop_do_me_no_harm_lute.pdf,https://lutemusic.org/sources/CorkineW/ayres_to_sing_and_play/v.1_1610/lute/midi/22_whoop_do_me_no_harm_lute.mid,1709916918,1700258873
23. Galliard,,William Corkine,,William Corkine,Ayres to Sing and Play,1,1610,f.f2,Sarge Gerbode,Sarge Gerbode,,,,,,,galliard,Dm,3,7-course,,,,https://lutemusic.org/facsimiles/CorkineW/Ayres_to_Sing_and_Play/v.1_1610/f2.png,https://lutemusic.org/sources/CorkineW/ayres_to_sing_and_play/v.1_1610/lute/23_galliard_lute.ft3,https://lutemusic.org/sources/CorkineW/ayres_to_sing_and_play/v.1_1610/lute/pdf/23_galliard_lute.pdf,https://lutemusic.org/sources/CorkineW/ayres_to_sing_and_play/v.1_1610/lute/midi/23_galliard_lute.mid,1709916918,1588468802
"24. Fortune, my foe",,William Corkine,,William Corkine,Ayres to Sing and Play,1,1610,f.f2v,Sarge Gerbode,Sarge Gerbode,,,,,,,"vocal intabulation, variation",Dm,4,7-course,,,,https://lutemusic.org/facsimiles/CorkineW/Ayres_to_Sing_and_Play/v.1_1610/f2v.png,https://lutemusic.org/sources/CorkineW/ayres_to_sing_and_play/v.1_1610/lute/24_fortune_my_foe_lute.ft3,https://lutemusic.org/sources/CorkineW/ayres_to_sing_and_play/v.1_1610/lute/pdf/24_fortune_my_foe_lute.pdf,https://lutemusic.org/sources/CorkineW/ayres_to_sing_and_play/v.1_1610/lute/midi/24_fortune_my_foe_lute.mid,1709916918,1700506448
13. Almain,,William Corkine,,William Corkine,Ayres to Sing and Play,1,1610,f.e1,Sarge Gerbode,Sarge Gerbode,,,,,,,allemande,Dm,4,lyra viol,,,,https://lutemusic.org/facsimiles/CorkineW/Ayres_to_Sing_and_Play/v.1_1610/e1.png,https://lutemusic.org/sources/CorkineW/ayres_to_sing_and_play/v.1_1610/lyra_viol/13_almain_lyra_viol.ft3,https://lutemusic.org/sources/CorkineW/ayres_to_sing_and_play/v.1_1610/lyra_viol/pdf/13_almain_lyra_viol.pdf,https://lutemusic.org/sources/CorkineW/ayres_to_sing_and_play/v.1_1610/lyra_viol/midi/13_almain_lyra_viol.mid,1709916918,1588468802
14. Pavane,,William Corkine,,William Corkine,Ayres to Sing and Play,1,1610,f.e1va,Sarge Gerbode,Sarge Gerbode,,,,,,,pavane,Dm,4,lyra viol,,,,https://lutemusic.org/facsimiles/CorkineW/Ayres_to_Sing_and_Play/v.1_1610/e1v.png,https://lutemusic.org/sources/CorkineW/ayres_to_sing_and_play/v.1_1610/lyra_viol/14_pavane_lyra_viol.ft3,https://lutemusic.org/sources/CorkineW/ayres_to_sing_and_play/v.1_1610/lyra_viol/pdf/14_pavane_lyra_viol.pdf,https://lutemusic.org/sources/CorkineW/ayres_to_sing_and_play/v.1_1610/lyra_viol/midi/14_pavane_lyra_viol.mid,1709916918,1588468802
15. Coranto,,William Corkine,,William Corkine,Ayres to Sing and Play,1,1610,f.e1vb,Sarge Gerbode,Sarge Gerbode,,,,,,,courante,DM,3,lyra viol,,,,https://lutemusic.org/facsimiles/CorkineW/Ayres_to_Sing_and_Play/v.1_1610/e1v.png,https://lutemusic.org/sources/CorkineW/ayres_to_sing_and_play/v.1_1610/lyra_viol/15_coranto_lyra_viol.ft3,https://lutemusic.org/sources/CorkineW/ayres_to_sing_and_play/v.1_1610/lyra_viol/pdf/15_coranto_lyra_viol.pdf,https://lutemusic.org/sources/CorkineW/ayres_to_sing_and_play/v.1_1610/lyra_viol/midi/15_coranto_lyra_viol.mid,1709916918,1588468802
16. Almain,,William Corkine,,William Corkine,Ayres to Sing and Play,1,1610,f.e2a,Sarge Gerbode,Sarge Gerbode,,,,,,,allemande,DM,4,lyra viol,,,,https://lutemusic.org/facsimiles/CorkineW/Ayres_to_Sing_and_Play/v.1_1610/e2.png,https://lutemusic.org/sources/CorkineW/ayres_to_sing_and_play/v.1_1610/lyra_viol/16_almain_lyra_viol.ft3,https://lutemusic.org/sources/CorkineW/ayres_to_sing_and_play/v.1_1610/lyra_viol/pdf/16_almain_lyra_viol.pdf,https://lutemusic.org/sources/CorkineW/ayres_to_sing_and_play/v.1_1610/lyra_viol/midi/16_almain_lyra_viol.mid,1709916918,1588468802
17. Coranto,,William Corkine,,William Corkine,Ayres to Sing and Play,1,1610,f.e2b,Sarge Gerbode,Sarge Gerbode,,,,,,,courante,DM,3,lyra viol,,,,https://lutemusic.org/facsimiles/CorkineW/Ayres_to_Sing_and_Play/v.1_1610/e2.png,https://lutemusic.org/sources/CorkineW/ayres_to_sing_and_play/v.1_1610/lyra_viol/17_coranto_lyra_viol.ft3,https://lutemusic.org/sources/CorkineW/ayres_to_sing_and_play/v.1_1610/lyra_viol/pdf/17_coranto_lyra_viol.pdf,https://lutemusic.org/sources/CorkineW/ayres_to_sing_and_play/v.1_1610/lyra_viol/midi/17_coranto_lyra_viol.mid,1709916918,1588468802
18. Pavane,,William Corkine,,William Corkine,Ayres to Sing and Play,1,1610,f.e2va,Sarge Gerbode,Sarge Gerbode,,,,,,,pavane,Dm,4,lyra viol,,,,https://lutemusic.org/facsimiles/CorkineW/Ayres_to_Sing_and_Play/v.1_1610/e2v.png,https://lutemusic.org/sources/CorkineW/ayres_to_sing_and_play/v.1_1610/lyra_viol/18_pavane_lyra_viol.ft3,https://lutemusic.org/sources/CorkineW/ayres_to_sing_and_play/v.1_1610/lyra_viol/pdf/18_pavane_lyra_viol.pdf,https://lutemusic.org/sources/CorkineW/ayres_to_sing_and_play/v.1_1610/lyra_viol/midi/18_pavane_lyra_viol.mid,1709916918,1588468802
19. Coranto,,William Corkine,,William Corkine,Ayres to Sing and Play,1,1610,f.e2vb,Sarge Gerbode,Sarge Gerbode,,,,,,,courante,Dm,3,lyra viol,,,,https://lutemusic.org/facsimiles/CorkineW/Ayres_to_Sing_and_Play/v.1_1610/e2v.png,https://lutemusic.org/sources/CorkineW/ayres_to_sing_and_play/v.1_1610/lyra_viol/19_coranto_lyra_viol.ft3,https://lutemusic.org/sources/CorkineW/ayres_to_sing_and_play/v.1_1610/lyra_viol/pdf/19_coranto_lyra_viol.pdf,https://lutemusic.org/sources/CorkineW/ayres_to_sing_and_play/v.1_1610/lyra_viol/midi/19_coranto_lyra_viol.mid,1709916918,1588468802
20. Galliard,,William Corkine,,William Corkine,Ayres to Sing and Play,1,1610,f.f1a,Sarge Gerbode,Sarge Gerbode,,,,,,,galliard,DM,4,lyra viol,,,,https://lutemusic.org/facsimiles/CorkineW/Ayres_to_Sing_and_Play/v.1_1610/f1.png,https://lutemusic.org/sources/CorkineW/ayres_to_sing_and_play/v.1_1610/lyra_viol/20_galliard_lyra_viol.ft3,https://lutemusic.org/sources/CorkineW/ayres_to_sing_and_play/v.1_1610/lyra_viol/pdf/20_galliard_lyra_viol.pdf,https://lutemusic.org/sources/CorkineW/ayres_to_sing_and_play/v.1_1610/lyra_viol/midi/20_galliard_lyra_viol.mid,1709916918,1588468802
21. Galliard,,William Corkine,,William Corkine,Ayres to Sing and Play,1,1610,f.f1b,Sarge Gerbode,Sarge Gerbode,,,,,,,galliard,Dm,3,lyra viol,,,,https://lutemusic.org/facsimiles/CorkineW/Ayres_to_Sing_and_Play/v.1_1610/f1.png,https://lutemusic.org/sources/CorkineW/ayres_to_sing_and_play/v.1_1610/lyra_viol/21_galliard_lyra_viol.ft3,https://lutemusic.org/sources/CorkineW/ayres_to_sing_and_play/v.1_1610/lyra_viol/pdf/21_galliard_lyra_viol.pdf,https://lutemusic.org/sources/CorkineW/ayres_to_sing_and_play/v.1_1610/lyra_viol/midi/21_galliard_lyra_viol.mid,1709916918,1588468802
22. Whoop! Do me no harm,,William Corkine,,William Corkine,Ayres to Sing and Play,1,1610,f.f1v,Sarge Gerbode,Sarge Gerbode,,,,,,,vocal intabulation,DM,4,lyra viol,,,,https://lutemusic.org/facsimiles/CorkineW/Ayres_to_Sing_and_Play/v.1_1610/f1v.png,https://lutemusic.org/sources/CorkineW/ayres_to_sing_and_play/v.1_1610/lyra_viol/22_whoop_do_me_no_harm_lyra_viol.ft3,https://lutemusic.org/sources/CorkineW/ayres_to_sing_and_play/v.1_1610/lyra_viol/pdf/22_whoop_do_me_no_harm_lyra_viol.pdf,https://lutemusic.org/sources/CorkineW/ayres_to_sing_and_play/v.1_1610/lyra_viol/midi/22_whoop_do_me_no_harm_lyra_viol.mid,1709916918,1588468802
23. Galliard,,William Corkine,,William Corkine,Ayres to Sing and Play,1,1610,f.f2,Sarge Gerbode,Sarge Gerbode,,,,,,,galliard,Dm,3,lyra viol,,,,https://lutemusic.org/facsimiles/CorkineW/Ayres_to_Sing_and_Play/v.1_1610/f2.png,https://lutemusic.org/sources/CorkineW/ayres_to_sing_and_play/v.1_1610/lyra_viol/23_galliard_lyra_viol.ft3,https://lutemusic.org/sources/CorkineW/ayres_to_sing_and_play/v.1_1610/lyra_viol/pdf/23_galliard_lyra_viol.pdf,https://lutemusic.org/sources/CorkineW/ayres_to_sing_and_play/v.1_1610/lyra_viol/midi/23_galliard_lyra_viol.mid,1709916918,1588468802
"24. Fortune, my foe",,William Corkine,,William Corkine,Ayres to Sing and Play,1,1610,f.f2v,Sarge Gerbode,Sarge Gerbode,,,,,,,vocal intabulation,Dm,4,lyra viol,,,,https://lutemusic.org/facsimiles/CorkineW/Ayres_to_Sing_and_Play/v.1_1610/f2v.png,https://lutemusic.org/sources/CorkineW/ayres_to_sing_and_play/v.1_1610/lyra_viol/24_fortune_my_foe_lyra_viol.ft3,https://lutemusic.org/sources/CorkineW/ayres_to_sing_and_play/v.1_1610/lyra_viol/pdf/24_fortune_my_foe_lyra_viol.pdf,https://lutemusic.org/sources/CorkineW/ayres_to_sing_and_play/v.1_1610/lyra_viol/midi/24_fortune_my_foe_lyra_viol.mid,1709916918,1588468802
"1. Sink down, proud thoughts",,William Corkine,,William Corkine,Ayres to Sing and Play,1,1610,f.a2,Sarge Gerbode,Sarge Gerbode,,,,,,,lute song,Cm,3,"7-course, alto, 6-course bass viol","7-course, alto",,,https://lutemusic.org/facsimiles/CorkineW/Ayres_to_Sing_and_Play/v.1_1610/a2.png,https://lutemusic.org/sources/CorkineW/ayres_to_sing_and_play/v.1_1610/songs/01_sink_down_proud_thoughts/01_sink_down_proud_thoughts.ft3,https://lutemusic.org/sources/CorkineW/ayres_to_sing_and_play/v.1_1610/songs/01_sink_down_proud_thoughts/pdf/01_sink_down_proud_thoughts.pdf,https://lutemusic.org/sources/CorkineW/ayres_to_sing_and_play/v.1_1610/songs/01_sink_down_proud_thoughts/midi/01_sink_down_proud_thoughts.mid,1709916918,1707936195
"1. Sink down, proud thoughts",,William Corkine,,William Corkine,Ayres to Sing and Play,1,1610,f.a2,Sarge Gerbode,Sarge Gerbode,,,,,,,lute song,Cm,3,"7-course, alto, 6-course bass viol",score,,,https://lutemusic.org/facsimiles/CorkineW/Ayres_to_Sing_and_Play/v.1_1610/a2.png,https://lutemusic.org/sources/CorkineW/ayres_to_sing_and_play/v.1_1610/songs/01_sink_down_proud_thoughts/01_sink_down_proud_thoughts_S.ft3,https://lutemusic.org/sources/CorkineW/ayres_to_sing_and_play/v.1_1610/songs/01_sink_down_proud_thoughts/pdf/01_sink_down_proud_thoughts_S.pdf,https://lutemusic.org/sources/CorkineW/ayres_to_sing_and_play/v.1_1610/songs/01_sink_down_proud_thoughts/midi/01_sink_down_proud_thoughts_S.mid,1709916918,1707936195
"1. Sink down, proud thoughts",,William Corkine,,William Corkine,Ayres to Sing and Play,1,1610,f.a2,Sarge Gerbode,Sarge Gerbode,,,,,,,lute song,Cm,3,"7-course, alto, 6-course bass viol","6-course bass viol, alto",,,https://lutemusic.org/facsimiles/CorkineW/Ayres_to_Sing_and_Play/v.1_1610/a2.png,https://lutemusic.org/sources/CorkineW/ayres_to_sing_and_play/v.1_1610/songs/01_sink_down_proud_thoughts/01_sink_down_proud_thoughts_VB.ft3,https://lutemusic.org/sources/CorkineW/ayres_to_sing_and_play/v.1_1610/songs/01_sink_down_proud_thoughts/pdf/01_sink_down_proud_thoughts_VB.pdf,https://lutemusic.org/sources/CorkineW/ayres_to_sing_and_play/v.1_1610/songs/01_sink_down_proud_thoughts/midi/01_sink_down_proud_thoughts_VB.mid,1709916918,1707937690
2. Some can flatter,,William Corkine,,William Corkine,Ayres to Sing and Play,1,1610,f.a2v,Sarge Gerbode,Sarge Gerbode,,,,,,,lute song,CM,2,"7-course, soprano, 6-course bass viol","7-course, soprano",,,https://lutemusic.org/facsimiles/CorkineW/Ayres_to_Sing_and_Play/v.1_1610/a2v.png,https://lutemusic.org/sources/CorkineW/ayres_to_sing_and_play/v.1_1610/songs/02_some_can_flatter/02_some_can_flatter.ft3,https://lutemusic.org/sources/CorkineW/ayres_to_sing_and_play/v.1_1610/songs/02_some_can_flatter/pdf/02_some_can_flatter.pdf,https://lutemusic.org/sources/CorkineW/ayres_to_sing_and_play/v.1_1610/songs/02_some_can_flatter/midi/02_some_can_flatter.mid,1709916918,1707936196
2. Some can flatter,,William Corkine,,William Corkine,Ayres to Sing and Play,1,1610,f.a2v,Sarge Gerbode,Sarge Gerbode,,,,,,,lute song,CM,2,"7-course, soprano, 6-course bass viol",score,,,https://lutemusic.org/facsimiles/CorkineW/Ayres_to_Sing_and_Play/v.1_1610/a2v.png,https://lutemusic.org/sources/CorkineW/ayres_to_sing_and_play/v.1_1610/songs/02_some_can_flatter/02_some_can_flatter_S.ft3,https://lutemusic.org/sources/CorkineW/ayres_to_sing_and_play/v.1_1610/songs/02_some_can_flatter/pdf/02_some_can_flatter_S.pdf,https://lutemusic.org/sources/CorkineW/ayres_to_sing_and_play/v.1_1610/songs/02_some_can_flatter/midi/02_some_can_flatter_S.mid,1709916918,1707936196
