Piece,Type,Key,Difficulty,Date,Ensemble
,allemande tanz,CM,3.0,c.1565,6-course
,allemande,Cm,3.0,c.1565,6-course
,galliard,Cm,3.0,c.1565,6-course
,galliard,CM,3.0,c.1565,6-course
,passamezzo saltarello,Gm,3.0,c.1565,6-course
,passamezzo saltarello,Cm,3.0,c.1565,6-course
,passamezzo saltarello,Gm,3.0,c.1565,6-course
,tanz nachtanz,CM,3.0,c.1565,6-course
,galliard,GM,3.0,c.1565,6-course
,passamezzo saltarello,Cm,3.0,c.1565,6-course
,passamezzo saltarello,GM,3.0,c.1565,6-course
,passamezzo saltarello,Dm,3.0,c.1565,6-course
,tanz nachtanz,FM,3.0,c.1565,5-course
,popular theme galliard,FM,3.0,c.1565,6-course
,tanz,FM,3.0,c.1565,6-course
,tanz,CM,3.0,c.1565,6-course
,passamezzo milanese,Cm,3.0,c.1565,6-course
,saltarello battle,FM,3.0,c.1565,6-course
,passamezzo battle,CM,4.0,c.1565,6-course
,tanz,Cm,3.0,c.1565,6-course
,saltarello,CM,4.0,c.1565,6-course
,padoana,Fm,4.0,c.1565,6-course
,passamezzo battle,CM,3.0,c.1565,6-course
,saltarello,FM,4.0,c.1565,6-course
,tanz,CM,3.0,c.1565,6-course
,passamezzo moderno saltarello,FM,4.0,c.1565,6-course
,branle,FM,3.0,c.1565,6-course
,chanson vocal intabulation,Gm,4.0,c.1565,6-course
,chanson vocal intabulation,FM,3.0,c.1565,6-course
,tanz nachtanz,FM,3.0,c.1565,6-course
,saltarello popular theme,Fm,4.0,c.1565,6-course
,chanson vocal intabulation,GM,4.0,c.1565,6-course
,chanson vocal intabulation,FM,4.0,c.1565,6-course
,tanz,Cm,3.0,c.1550,6-course
,vocal intabulation lied,Gm,3.0,c.1550,6-course
,galliard,Cm,3.0,c.1550,6-course
,passamezzo moderno saltarello,CM,3.0,c.1550,6-course
,chanson,Dm,3.0,c.1600,7-course
,fantasia,Dm,3.0,c.1600,7-course
,chanson,FM,3.0,c.1600,7-course
,capriccio,GM,3.0,c.1600,7-course
,fantasia,Gm,3.0,c.1600,6-course
,clausula,Gm,2.0,c.1600,7-course
,toccata,GM,3.0,c.1600,6-course
,fantasia,GM,4.0,c.1600,7-course
, fragment,Dm,4.0,c.1600,6-course
,vocal intabulation,FM,3.0,c.1600,7-course
,chanson vocal intabulation division,GM,4.0,c.1600,7-course
,vocal intabulation,FM,4.0,c.1600,6-course
,vocal intabulation,EbM,3.0,c.1600,6-course
,vocal intabulation,AbM,4.0,c.1600,6-course
,fantasia,Fm,5.0,c.1600,6-course
,glosa glosa-religious,GM,2.0,c.1600,6-course
,counterpoint,Gm,3.0,c.1600,6-course
,exercise,Gm,3.0,c.1600,6-course
,clausula,Gm,3.0,c.1600,6-course
,vocal intabulation canzona,FM,3.0,c.1600,7-course
,fantasia,Gm,4.0,c.1600,7-course
,fantasia,FM,4.0,c.1600,7-course
,fantasia,GM,4.0,c.1600,7-course
,allemande,Fm,4.0,c.1600,7-course
,vocal intabulation,Dm,5.0,c.1600,6-course
,passamezzo antico,Fm,4.0,c.1600,7-course
,passamezzo antico fragment,Fm,4.0,c.1600,7-course
,variation,Gm,3.0,c.1600,6-course
,romanesca,Fm,3.0,c.1600,7-course
,passamezzo moderno,FM,4.0,c.1600,7-course
,romanesca variation,BbM,4.0,c.1600,7-course
,fantasia,Gm,4.0,c.1600,7-course
,fantasia,Gm,3.0,c.1600,7-course
,fantasia,Fm,3.0,c.1600,7-course
,fantasia,GM,4.0,c.1600,6-course
,fantasia,Em,3.0,c.1600,7-course
,fantasia,Dm,3.0,c.1600,7-course
,fantasia,DM,3.0,c.1600,6-course
,fantasia,GM,4.0,c.1600,6-course
,fantasia,FM,3.0,c.1600,7-course
,fantasia,DM,3.0,c.1600,7-course
,fantasia,FM,3.0,c.1600,7-course
,fantasia,FM,3.0,c.1600,7-course
,fantasia,Gm,4.0,c.1600,6-course
,fantasia,Gm,4.0,c.1600,6-course
,fantasia,Gm,4.0,c.1600,6-course
,fantasia,Gm,4.0,c.1600,6-course
,fantasia,DM,4.0,c.1600,6-course
,fantasia,Gm,4.0,c.1600,6-course
,ricercar,Dm,3.0,c.1600,7-course
,canzona,Dm,4.0,c.1600,6-course
,fantasia,Gm,4.0,c.1600,6-course
,fantasia,Gm,4.0,c.1600,6-course
,fantasia,Gm,4.0,c.1600,6-course
,toccata,Fm,4.0,c.1600,6-course
,fantasia,Fm,4.0,c.1600,6-course
,fantasia,Dm,4.0,c.1600,7-course
,fantasia,Gm,4.0,c.1600,7-course
,fantasia,CM,3.0,c.1600,7-course
,fantasia,Dm,3.0,c.1600,7-course
,fantasia,FM,4.0,c.1600,7-course
,canzona,CM,4.0,c.1600,6-course
, fragment,Gm,4.0,c.1600,7-course
,toccata,Gm,3.0,c.1600,7-course
,fantasia,GM,4.0,c.1600,6-course
,fantasia,Gm,3.0,c.1600,7-course
,fantasia,Gm,4.0,c.1600,7-course
,fantasia,CM,3.0,c.1600,6-course
,fantasia,Cm,4.0,c.1600,6-course
,intrada,Gm,4.0,c.1600,7-course
,fantasia,Gm,4.0,c.1600,6-course
,intrada,Gm,4.0,c.1600,7-course
,fantasia fragment,Am,3.0,c.1600,7-course
,pavaniglia la spagna la spagna-harmony fragment,Gm,3.0,c.1600,7-course
,napolitana,GM,3.0,c.1600,7-course
,villanella villanella-light vocal intabulation,FM,4.0,c.1600,7-course
,padoana,Gm,3.0,c.1600,7-course
,ballet allemande,Fm,3.0,c.1600,7-course
,ballo ballo-theater,FM,3.0,c.1600,6-course
,unknown variation,FM,4.0,c.1600,7-course
,canarie,CM,2.0,c.1600,6-course
,ballet,FM,3.0,c.1600,6-course
,chanson popular theme,Fm,3.0,c.1600,7-course
,ballet,Gm,3.0,c.1600,6-course
,allemande,Gm,3.0,c.1600,6-course
,unknown fragment,Dm,2.0,c.1600,6-course
,allemande,FM,3.0,c.1600,6-course
,galliard,Dm,3.0,c.1600,7-course
,courante,FM,3.0,c.1600,6-course
,courante,FM,3.0,c.1600,7-course
,courante,FM,3.0,c.1600,7-course
,allemande,FM,3.0,c.1600,8-course
,popular theme variation,FM,4.0,c.1600,8-course
,vocal intabulation,Fm,4.0,c.1600,7-course
,tambourin tambourin-ground,FM,3.0,c.1600,7-course
,allemande,FM,3.0,c.1600,7-course
,branle tambourin tambourin-ground,FM,3.0,c.1600,7-course
,branle gay tambourin tambourin-ground,FM,3.0,c.1600,7-course
,volta tambourin tambourin-ground,FM,3.0,c.1600,7-course
,volta tambourin tambourin-ground,FM,3.0,c.1600,7-course
,volta tambourin tambourin-ground,FM,3.0,c.1600,7-course
,branle gay tambourin tambourin-ground,FM,3.0,c.1600,7-course
,branle gay tambourin tambourin-ground,FM,3.0,c.1600,7-course
,fragment,GM,4.0,c.1600,6-course
,fantasia,GM,4.0,c.1600,6-course
,fantasia,GM,4.0,c.1600,6-course
,fantasia,GM,4.0,c.1600,6-course
,fantasia,FM,4.0,c.1600,7-course
,fantasia,FM,4.0,c.1600,7-course
,fantasia,Gm,4.0,c.1600,6-course
,fantasia,Gm,4.0,c.1600,6-course
,fantasia,Gm,6.0,c.1600,6-course
,fantasia,Gm,5.0,c.1600,6-course
,fantasia,Gm,4.0,c.1600,6-course
,fantasia,Dm,6.0,c.1600,6-course
,fantasia,Dm,4.0,c.1600,6-course
,fantasia,BbM,4.0,c.1600,6-course
,fantasia,Fm,4.0,c.1600,6-course
,fantasia,FM,4.0,c.1600,7-course
,fantasia,Gm,4.0,c.1600,6-course
,fantasia,Gm,5.0,c.1600,6-course
,fantasia,GM,5.0,c.1600,6-course
,ricercar parody,CM,4.0,c.1600,6-course
,fantasia,EbM,4.0,c.1600,6-course
,fantasia,Fm,5.0,c.1600,6-course
,fantasia,Fm,5.0,c.1600,6-course
,fantasia,GM,4.0,c.1600,6-course
,fantasia,FM,5.0,c.1600,6-course
,fantasia,DM,4.0,c.1600,6-course
,fantasia,DM,4.0,c.1600,6-course
,ricercar,Gm,4.0,c.1600,6-course
,fantasia,DM,4.0,c.1600,6-course
,vocal intabulation chanson,Gm,5.0,c.1600,6-course
,vocal intabulation liturgical,Gm,5.0,c.1600,7-course
,vocal intabulation chanson,Gm,4.0,c.1600,7-course
,vocal intabulation chanson,Gm,4.0,c.1600,6-course
,vocal intabulation chanson,Gm,4.0,c.1600,6-course
,vocal intabulation madrigal,Gm,4.0,c.1600,6-course
,vocal intabulation madrigal,Gm,4.0,c.1600,6-course
,vocal intabulation chanson,FM,3.0,c.1600,6-course
,vocal intabulation chanson,Gm,4.0,c.1600,6-course
,vocal intabulation chanson,FM,4.0,c.1600,6-course
,vocal intabulation chanson,FM,4.0,c.1600,6-course
,vocal intabulation chanson,FM,5.0,c.1600,6-course
,vocal intabulation chanson,FM,5.0,c.1600,6-course
,vocal intabulation chanson,FM,4.0,c.1600,7-course
,vocal intabulation chanson,FM,4.0,c.1600,7-course
,vocal intabulation chanson,Fm,3.0,c.1600,7-course
,vocal intabulation chanson,FM,4.0,c.1600,7-course
,vocal intabulation chanson,Gm,5.0,c.1600,6-course
,vocal intabulation chanson,Gm,5.0,c.1600,6-course
,vocal intabulation chanson,Gm,4.0,c.1600,6-course
,vocal intabulation chanson,Gm,4.0,c.1600,6-course
,vocal intabulation chanson,Dm,3.0,c.1600,6-course
,vocal intabulation chanson,FM,4.0,c.1600,7-course
,vocal intabulation chanson,Fm,4.0,c.1600,6-course
,vocal intabulation chanson,Dm,4.0,c.1600,6-course
,vocal intabulation chanson,Dm,4.0,c.1600,6-course
,vocal intabulation chanson,FM,4.0,c.1600,6-course
,vocal intabulation chanson,Gm,4.0,c.1600,6-course
,vocal intabulation chanson,Dm,5.0,c.1600,6-course
,vocal intabulation chanson,Dm,5.0,c.1600,6-course
,vocal intabulation religious,Dm,3.0,c.1600,6-course
,vocal intabulation religious,Dm,3.0,c.1600,6-course
,vocal intabulation motet psalm,Dm,5.0,c.1600,6-course
,vocal intabulation hymn,Dm,5.0,c.1600,6-course
,vocal intabulation hymn,Dm,5.0,c.1600,6-course
,vocal intabulation psalm,Dm,4.0,c.1600,7-course
,vocal intabulation psalm,Dm,4.0,c.1600,7-course
,vocal intabulation lied,Fm,4.0,c.1600,6-course
,vocal intabulation lied,Fm,4.0,c.1600,6-course
,vocal intabulation liturgical,Gm,5.0,c.1600,6-course
,vocal intabulation liturgical,Gm,5.0,c.1600,6-course
,madrigal vocal intabulation,Gm,4.0,c.1600,6-course
,madrigal vocal intabulation,Gm,4.0,c.1600,6-course
,vocal intabulation liturgical,Fm,4.0,c.1600,6-course
,vocal intabulation liturgical,Fm,4.0,c.1600,6-course
,vocal intabulationchanson,GM,3.0,c.1600,6-course
,vocal intabulationchanson,GM,4.0,c.1600,6-course
,vocal intabulationchanson,GM,4.0,c.1600,6-course
,vocal intabulation religious,GM,4.0,c.1600,6-course
,vocal intabulation religious,GM,4.0,c.1600,6-course
,vocal intabulation madrigal,Gm,5.0,c.1600,6-course
,vocal intabulation madrigal,GM,4.0,c.1600,6-course
,vocal intabulation chanson,BbM,4.0,c.1600,6-course
,vocal intabulation motet psalm,Dm,4.0,c.1600,7-course
,vocal intabulation motet psalm,Dm,4.0,c.1600,7-course
,vocal intabulation hymn,Am,4.0,c.1600,6-course
,vocal intabulation liturgical motet,Gm,4.0,c.1600,7-course
,vocal intabulation liturgical motet,Gm,4.0,c.1600,7-course
,vocal intabulation chanson,Gm,4.0,c.1600,6-course
,vocal intabulation chanson,Gm,5.0,c.1600,6-course
,passamezzo antico,Gm,5.0,c.1600,6-course
,vocal intabulation madrigal,Gm,5.0,c.1600,6-course
,passamezzo antico,Cm,3.0,c.1600,6-course
,passamezzo antico,Cm,3.0,c.1600,6-course
,passamezzo moderno,GM,3.0,c.1600,6-course
,passamezzo antico,Gm,3.0,c.1600,6-course
,vocal intabulation lied,Dm,4.0,c.1600,6-course
,vocal intabulation motet,GM,5.0,c.1600,6-course
,vocal intabulation motet,BbM,4.0,c.1600,7-course
,vocal intabulation motet,BbM,4.0,c.1600,7-course
,vocal intabulation lied,Am,4.0,c.1600,7-course
,vocal intabulation lied,Gm,3.0,c.1600,6-course
,vocal intabulation lied,Gm,3.0,c.1600,6-course
,passamezzo antico,Cm,4.0,c.1600,6-course
,passamezzo antico,Cm,4.0,c.1600,6-course
,vocal intabulation madrigal,Cm,4.0,c.1600,6-course
,vocal intabulation madrigal,Cm,4.0,c.1600,6-course
,passamezzo antico,Fm,5.0,c.1600,6-course
,passamezzo antico,Fm,5.0,c.1600,6-course
,vocal intabulation chanson,GM,4.0,c.1600,6-course
,vocal intabulation chanson,GM,4.0,c.1600,6-course
,vocal intabulation madrigal,Am,4.0,c.1600,6-course
,vocal intabulation chanson,GM,4.0,c.1600,6-course
,vocal intabulation motet psalm,GM,4.0,c.1600,6-course
,vocal intabulation chanson,Dm,4.0,c.1600,6-course
,vocal intabulation chanson,Dm,4.0,c.1600,6-course
,vocal intabulation chanson,Dm,4.0,c.1600,6-course
,vocal intabulation liturgical,FM,4.0,c.1600,7-course
,vocal intabulation liturgical,Em,4.0,c.1600,6-course
,vocal intabulation psalm motet,FM,4.0,c.1600,7-course
,vocal intabulation psalm motet,FM,4.0,c.1600,7-course
,vocal intabulation song,Gm,3.0,c.1600,6-course
,vocal intabulation song,Gm,3.0,c.1600,6-course
,vocal intabulation madrigal,Dm,3.0,c.1600,7-course
,vocal intabulation madrigal,Fm,3.0,c.1600,6-course
,passamezzo antico,Gm,5.0,c.1600,6-course
,unknown,Dm,3.0,c.1600,6-course
,vocal intabulation dance,Gm,3.0,c.1600,6-course
,vocal intabulation dance,Gm,3.0,c.1600,6-course
,vocal intabulation dance,Gm,3.0,c.1600,6-course
,vocal intabulation dance,Am,4.0,c.1600,7-course
,vocal intabulation dance sprung,Cm,3.0,c.1600,6-course
,vocal intabulation dance sprung,FM,3.0,c.1600,6-course
,vocal intabulation dance,Cm,3.0,c.1600,6-course
,vocal intabulation chanson,GM,4.0,c.1600,6-course
,vocal intabulation motet liturgical,FM,4.0,c.1600,6-course
,vocal intabulation motet liturgical,FM,4.0,c.1600,6-course
,vocal intabulation lied,CM,3.0,c.1600,6-course
,vocal intabulation religious,Gm,5.0,c.1600,6-course
,vocal intabulation religious,Gm,5.0,c.1600,6-course
,vocal intabulation liturgical motet,Gm,4.0,c.1600,7-course
,vocal intabulation lied,Gm,4.0,c.1600,6-course
,passamezzo antico saltarello,Cm,4.0,c.1600,6-course
,passamezzo antico saltarello,Cm,4.0,c.1600,6-course
,vocal intabulation chanson,Fm,5.0,c.1600,7-course
,vocal intabulation chanson,Fm,5.0,c.1600,7-course
,vocal intabulation chanson,Gm,4.0,c.1600,6-course
,passamezzo antico pavane saltarello galliard,Cm Fm CM,4.0,c.1600,6-course
,galliard,Fm,4.0,c.1600,6-course
,dance,CM,3.0,c.1600,6-course
,dance,CM,3.0,c.1600,6-course
,vocal intabulation madrigal,CM,5.0,c.1600,6-course
,motet vocal intabulation psalm,GM,5.0,c.1600,6-course
,motet vocal intabulation psalm,GM,5.0,c.1600,6-course
,vocal intabulation madrigal,GM,4.0,c.1600,6-course
,motet vocal intabulation religious,CM,4.0,c.1600,6-course
,vocal intabulation chanson,Gm,6.0,c.1600,6-course
,vocal intabulation religious motet,Gm,4.0,c.1600,6-course
,vocal intabulation religious motet,Gm,4.0,c.1600,6-course
,vocal intabulation madrigal,Em,5.0,c.1600,7-course
,vocal intabulation madrigal,Em,5.0,c.1600,7-course
,vocal intabulation chanson,Am,4.0,c.1600,6-course
Suite in A minor,suite bourrée,Am,3.0,1700,11-course baroque
Suite in E minor,suite courante,Em,3.0,1700,11-course baroque
Suite in E minor,suite sarabande,Em,3.0,1700,11-course baroque
Suite in E minor,suite minuet,Em,3.0,1700,11-course baroque
Suite in E minor,suite bourrée,Em,3.0,1700,11-course baroque
Suite in E minor,suite gigue,Em,3.0,1700,11-course baroque
Suite in F major,suite rigaudon,FM,3.0,1700,11-course baroque
Suite in F major,suite prelude,FM,3.0,1700,11-course baroque
Suite in F major,suite allemande,FM,3.0,1700,11-course baroque
Suite in F major,suite courante,FM,3.0,1700,11-course baroque
Suite in F major,suite gigue,FM,3.0,1700,11-course baroque
Suite in G major,suite ouverture,GM,3.0,1700,11-course baroque
Suite in G major,suite allemande,GM,3.0,1700,11-course baroque
Suite in G major,suite courante,GM,3.0,1700,11-course baroque
Suite in G major,suite sarabande,GM,3.0,1700,11-course baroque
Suite in G major,suite minuet,GM,3.0,1700,11-course baroque
Suite in G major,suite,GM,3.0,1700,11-course baroque
Suite in G major,suite,GM,3.0,1700,11-course baroque
Suite in G minor,suite allemande,Gm,3.0,1700,11-course baroque
Suite in G minor,suite courante,Gm,3.0,1700,11-course baroque
Suite in G minor,suite rondeau,Gm,3.0,1700,11-course baroque
Suite in G minor,suite sarabande,Gm,3.0,1700,11-course baroque
Suite in G minor,suite minuet,Gm,3.0,1700,11-course baroque
B P K in Polen,polish dance,FM,3.0,1610,7-course
Polish Dance 1,polish dance,CM,3.0,1610,6-course
Polish Dance 2,polish dance,FM,3.0,1610,7-course
,vocal intabulation,Dm,3.0,c.1450,6-course
,vocal intabulation,Dm,3.0,c.1450,6-course
,vocal intabulation,Am,3.0,c.1450,6-course
,vocal intabulation,Am,3.0,c.1450,6-course
A hornpipe,hornpipe,FM,3.0,c.1690,10-course violin
A hornpipe,hornpipe,FM,3.0,c.1690,10-course violin
An Evening Hymn,lute song,EbM,3.0,c.1693,9-course 6-course bass viol alto
Now that the sun,lute song,EbM,3.0,c.1693,9-course 6-course bass viol alto
Now that the sun,lute song,EbM,3.0,c.1693,9-course 6-course bass viol alto
Now that the sun,lute song,EbM,3.0,c.1693,8-course 6-course bass viol alto
An Evening Hymn,lute song,FM,3.0,c.1693,8-course 6-course bass viol alto
An Evening Hymn,lute song,FM,3.0,c.1693,8-course 6-course bass viol alto
Now that the sun,lute song,FM,3.0,c.1693,8-course 6-course bass viol alto
Now that the sun,lute song,FM,3.0,c.1693,8-course 6-course bass viol alto
An Evening Hymn,lute song,FM,3.0,c.1693,8-course 6-course bass viol alto
Now that the sun,lute song,GM,3.0,c.1693,9-course cello soprano
Now that the sun,lute song,GM,3.0,c.1693,9-course cello soprano
Now that the sun,lute song,GM,3.0,c.1693,9-course cello soprano
Now that the sun,lute song,GM,3.0,c.1693,9-course cello soprano
The Blessed Virgins expostulation,lute song lament religious,Cm,3.0,c.1693,archlute soprano
,lute song lament religious,Cm,3.0,c.1693,archlute soprano
,lute song lament religious,Cm,3.0,c.1693,archlute soprano
,lute song lament religious,Cm,3.0,c.1693,archlute soprano
,lute song lament religious,Cm,3.0,c.1693,archlute soprano
,lute song lament religious,Cm,3.0,c.1693,archlute soprano
,lute song lament religious,Cm,3.0,c.1693,archlute soprano
,lute song lament religious,Cm,3.0,c.1693,archlute soprano
,lute song lament religious,Cm,3.0,c.1693,archlute soprano
,lute song lament religious,Cm,3.0,c.1693,archlute soprano
,lute song lament religious,Cm,3.0,c.1693,archlute soprano
,lute song lament religious,Cm,3.0,c.1693,archlute soprano
,lute song lament religious,Cm,3.0,c.1693,archlute soprano
,lute song lament religious,Cm,4.0,c.1693,soprano archlute
,lute song lament religious,Cm,4.0,c.1693,soprano archlute
,lute song lament religious,Cm,4.0,c.1693,soprano archlute
,lute song lament religious,Cm,4.0,c.1693,soprano archlute
,lute song lament religious,Cm,3.0,c.1693,archlute soprano
,lute song lament religious,Cm,3.0,c.1693,archlute soprano
,lute song lament religious,Cm,3.0,c.1693,archlute soprano
,lute song lament religious,Cm,3.0,c.1693,archlute soprano
,lute song,DM,3.0,1692,archlute cello soprano
,lute song,DM,3.0,1692,archlute cello soprano
,lute song,DM,3.0,1692,archlute cello soprano
,lute song,DM,3.0,1692,archlute cello soprano
,duet,FM,3.0,1694,10-course cello alto soprano
,duet,FM,3.0,1694,10-course cello alto soprano
,duet,FM,3.0,1694,10-course cello alto soprano
Sound the Trumpet,duet,FM,3.0,1694,10-course cello alto soprano
,duet,FM,3.0,1694,cello 10-course alto soprano
,lute song,Em,3.0,1683,8-course cello soprano
If music be the food of love,lute song,Cm,3.0,c.1693,8-course tenor
If music be the food of love,lute song,Cm,3.0,c.1693,8-course tenor
If music be the food of love,lute song,Cm,3.0,c.1693,8-course tenor
If music be the food of love,lute song,Dm,3.0,c.1693,archlute 6-course bass viol alto
If music be the food of love,lute song,Dm,3.0,c.1693,archlute 6-course bass viol alto
,lute song,Dm,3.0,c.1693,archlute 6-course bass viol alto
,lute song,Dm,3.0,c.1693,archlute 6-course bass viol alto
If music be the food of love,lute song,Dm,3.0,c.1693,archlute 6-course bass viol alto
If music be the food of love,lute song,Em,3.0,c.1693,archlute 6-course bass viol alto
If music be the food of love,lute song,Em,3.0,c.1693,archlute 6-course bass viol alto
If music be the food of love,lute song,Em,3.0,c.1693,archlute 6-course bass viol alto
If music be the food of love,lute song,Em,3.0,c.1693,archlute 6-course bass viol alto
If music be the food of love,lute song,Em,3.0,c.1693,archlute 6-course bass viol alto
O Solitude,aria,Am,3.0,1687,8-course cello tenor
O Solitude,aria,Am,3.0,1687,8-course cello tenor
O Solitude,aria,Am,3.0,1687,8-course cello tenor
O Solitude,aria,Am,3.0,1687,8-course cello tenor
O Solitude,aria,Cm,5.0,1687,6-course cello tenor
O Solitude,aria,Cm,5.0,1687,6-course cello tenor
O Solitude,aria,Cm,5.0,1687,6-course cello tenor
O solitude,aria,Cm,5.0,1687,6-course cello tenor
O Solitude,aria,Gm,3.0,1687,8-course cello tenor
O Solitude,aria,Gm,3.0,1687,8-course cello tenor
O Solitude,aria,Gm,3.0,1687,8-course cello tenor
O Solitude,aria,Gm,3.0,1687,8-course cello tenor
Music for a while,lute song,Am,4.0,1692,archlute 6-course bass viol soprano
Music for a while,lute song,Am,4.0,1692,archlute 6-course bass viol soprano
Musick for a while,lute song,Am,4.0,1692,archlute 6-course bass viol soprano
Music for a while,lute song,Am,4.0,1692,archlute 6-course bass viol soprano
Music for a while,lute song,Am,4.0,1692,archlute 6-course bass viol soprano
Music for a while,lute song,Am,4.0,1692,archlute 6-course bass viol soprano
Music for a while,lute song,Am,4.0,1692,archlute 6-course bass viol soprano
Music for a while,lute song,Gm,4.0,1692,archlute 6-course bass viol alto
Music for a while,lute song,Gm,4.0,1692,archlute 6-course bass viol alto
Music for a while,lute song,Gm,4.0,1692,archlute 6-course bass viol alto
Music for a while,lute song,Gm,4.0,1692,archlute 6-course bass viol alto
Music for a while,lute song,Gm,4.0,1692,archlute 6-course bass viol alto
,aria,Cm,4.0,1695,archlute soprano
Sweeter than roses,aria,Cm,4.0,1695,archlute soprano
,aria,Cm,4.0,1695,archlute soprano
,aria,Cm,4.0,1695,archlute soprano
,aria,Gm,4.0,1695,8-course bass
Sweeter than roses (Gm),aria,Gm,4.0,1695,8-course bass
,aria,Gm,4.0,1695,8-course bass
,aria,Gm,4.0,1695,8-course bass
Dido and Aeneas,ouverture,Cm,4.0,1689,violin 1:violin violin 2:violin viola cello archlute
Dido and Aeneas,ouverture,Cm,4.0,1689,violin 1:violin violin 2:violin viola cello archlute
Dido and Aeneas,ouverture,Cm,4.0,1689,violin 1:violin violin 2:violin viola cello archlute
,aria,Cm,3.0,1689,archlute cello soprano
,aria,Cm,3.0,1689,archlute cello soprano
Scene 1 - The Palace,aria,Cm,3.0,1689,archlute cello soprano
,aria lament,Cm,3.0,1689,archlute cello soprano
,aria lament,Cm,3.0,1689,archlute cello soprano
,aria lament,Cm,3.0,1689,archlute cello soprano
,recitative duet,Cm,3.0,1689,soprano 6-course bass viol archlute
,recitative duet,Cm,3.0,1689,soprano 6-course bass viol archlute
,aria,Cm,3.0,1689,vln 1:violin vln 2:violin viola bass 1:bass bass 2:bass tenor alto soprano 6-course
,aria,Cm,3.0,1689,vln 1:violin vln 2:violin viola bass 1:bass bass 2:bass tenor alto soprano 6-course
,aria,Cm,3.0,1689,vln 1:violin vln 2:violin viola bass 1:bass bass 2:bass tenor alto soprano 6-course
,aria,CM,3.0,1689,vln 1:violin vln 2:violin viola bass 1:bass bass 2:bass tenor alto soprano archlute
,aria,CM,3.0,1689,vln 1:violin vln 2:violin viola bass 1:bass bass 2:bass tenor alto soprano archlute
,aria,CM,3.0,1689,vln 1:violin vln 2:violin viola bass 1:bass bass 2:bass tenor alto soprano archlute
,recitative,CM,3.0,1689,archlute cello  soprano
,aria,CM,3.0,1689,archlute cello viola  violin 2:violin violin 1:violin bass tenor alto soprano
,aria,CM,3.0,1689,archlute cello viola  violin 2:violin violin 1:violin bass tenor alto soprano
,aria,EM,3.0,1689,vln 1:violin vln 2:violin viola bass 1:bass bass 2:bass tenor alto soprano archlute
,aria,EM,3.0,1689,vln 1:violin vln 2:violin viola bass 1:bass bass 2:bass tenor alto soprano archlute
,aria,EM,3.0,1689,vln 1:violin vln 2:violin viola bass 1:bass bass 2:bass tenor alto soprano archlute
12. To the hills and the vales,aria,CM,3.0,1689,vln 1:violin vln 2:violin viola 6-course bass viol bass tenor alto soprano archlute
,aria,CM,3.0,1689,vln 1:violin vln 2:violin viola bass 1:bass bass 2:bass tenor alto soprano archlute
,aria,CM,3.0,1689,vln 1:violin vln 2:violin viola bass 1:bass bass 2:bass tenor alto soprano archlute
,dance,CM,3.0,1689,violin 1:violin violin 2:violin viola cello archlute
,dance,CM,3.0,1689,violin 1:violin violin 2:violin viola cello archlute
,prelude aria,Fm,3.0,1689,vln 1:violin vln 2:violin viola 6-course bass viol alto archlute
,prelude aria,Fm,3.0,1689,vln 1:violin vln 2:violin viola 6-course bass viol alto archlute
,prelude aria,Fm,3.0,1689,vln 1:violin vln 2:violin viola 6-course bass viol soprano archlute
,prelude aria,BbM,2.0,1689,vln 1:violin vln 2:violin viola bass 1:bass bass 2:bass tenor alto soprano archlute
,prelude aria,BbM,2.0,1689,vln 1:violin vln 2:violin viola bass 1:bass bass 2:bass tenor alto soprano archlute
,prelude aria,BbM,2.0,1689,vln 1:violin vln 2:violin viola bass 1:bass bass 2:bass tenor alto soprano archlute
,recitative,Fm,3.0,1689,archlute viola violin alto
,recitative,Fm,3.0,1689,archlute viola violin alto
,recitative,Fm,3.0,1689,archlute viola violin alto
,recitative,FM,3.0,1689,vln 1:violin vln 2:violin viola 6-course bass viol soprano 1:soprano soprano 2:soprano archlute
,recitative,FM,3.0,1689,vln 1:violin vln 2:violin viola 6-course bass viol soprano 1:soprano soprano 2:soprano archlute
,recitative,FM,3.0,1689,vln 1:violin vln 2:violin viola 6-course bass viol soprano 1:soprano soprano 2:soprano archlute
,aria,Dm,3.0,1689,vln 1:violin vln 2:violin viola 6-course bass viol soprano 1:soprano soprano 2:soprano tenor bass archlute
,aria,Dm,3.0,1689,vln 1:violin vln 2:violin viola 6-course bass viol soprano 1:soprano soprano 2:soprano tenor bass archlute
,aria,Dm,3.0,1689,vln 1:violin vln 2:violin viola 6-course bass viol soprano 1:soprano soprano 2:soprano tenor bass archlute
,dance,Dm,3.0,1689,vln 1:violin vln 2:violin viola 6-course bass viol archlute
,dance,Dm,3.0,1689,vln 1:violin vln 2:violin viola 6-course bass viol  archlute
,dance,Dm,3.0,1689,vln 1:violin vln 2:violin viola 6-course bass viol archlute
Act II,ritornello,Dm,3.0,1689,vln 1:violin vln 2:violin viola 6-course bass viol  archlute
Act II,ritornello,Dm,3.0,1689,vln 1:violin vln 2:violin viola 6-course bass viol archlute
Act II,ritornello,Dm,3.0,1689,vln 1:violin vln 2:violin viola 6-course bass viol archlute
Scene - The grove,aria,Dm,3.0,1689,archlute cello soprano
Scene - The grove,aria,Dm,3.0,1689,archlute cello soprano
Scene - The grove,aria,Dm,3.0,1689,archlute cello soprano
