Title,Subtitle,Composer,Orig. composer,Source,Document,Volume,Date,Page,Editor,Encoder,Arranger,Intabulator,Contributor,Concordances,Piece,Section,Type,Key,Difficulty,Ensemble,Part,Remarks,Recording,Facsimile,Fronimo,PDF,Midi,Created,Modified
Fantasy,,John Dowland,,GB-Cu:Cambridge University Library,ms add 3056:Cosens lute book,,1595,f.7v,Sarge Gerbode,Sarge Gerbode,,,,,Fantasy,,fantasia,Gm,4.0,7-course,,,,https://lutemusic.org/facsimiles/GB-Cu_Cambridge_University_Library/ms_add_3056_Cosens_lute_book_1595/07v.png,https://lutemusic.org/sources/GB-Cu_cambridge_university_library/add._ms_3056_Cosens_lute_book_1595/orig_7-course/07v_dowland_fantasy.ft3,https://lutemusic.org/sources/GB-Cu_cambridge_university_library/add._ms_3056_Cosens_lute_book_1595/orig_7-course/pdf/07v_dowland_fantasy.pdf,https://lutemusic.org/sources/GB-Cu_cambridge_university_library/add._ms_3056_Cosens_lute_book_1595/orig_7-course/midi/07v_dowland_fantasy.mid,1709916925,1700164348
Fantasy,,John Dowland,,GB-Cu:Cambridge University Library,ms add 3056:Cosens lute book,,1595,f.8v,Sarge Gerbode,Sarge Gerbode,,,,,Fantasy,,fantasia,GM,4.0,7-course,,,,https://lutemusic.org/facsimiles/GB-Cu_Cambridge_University_Library/ms_add_3056_Cosens_lute_book_1595/08v.png,https://lutemusic.org/sources/GB-Cu_cambridge_university_library/add._ms_3056_Cosens_lute_book_1595/orig_7-course/08v_fantasy.ft3,https://lutemusic.org/sources/GB-Cu_cambridge_university_library/add._ms_3056_Cosens_lute_book_1595/orig_7-course/pdf/08v_fantasy.pdf,https://lutemusic.org/sources/GB-Cu_cambridge_university_library/add._ms_3056_Cosens_lute_book_1595/orig_7-course/midi/08v_fantasy.mid,1709916925,1700164348
(Untitled,,Anonymous,,GB-Cu:Cambridge University Library,ms add 3056:Cosens lute book,,1595,f.10v,Sarge Gerbode,Sarge Gerbode,,,,,(Untitled),,"vocal intabulation, variation",FM,3.0,6-course,,,,https://lutemusic.org/facsimiles/GB-Cu_Cambridge_University_Library/ms_add_3056_Cosens_lute_book_1595/10v.png,https://lutemusic.org/sources/GB-Cu_cambridge_university_library/add._ms_3056_Cosens_lute_book_1595/orig_7-course/10v_untitled.ft3,https://lutemusic.org/sources/GB-Cu_cambridge_university_library/add._ms_3056_Cosens_lute_book_1595/orig_7-course/pdf/10v_untitled.pdf,https://lutemusic.org/sources/GB-Cu_cambridge_university_library/add._ms_3056_Cosens_lute_book_1595/orig_7-course/midi/10v_untitled.mid,1709916925,1700506462
Toy?,,Anonymous,,GB-Cu:Cambridge University Library,ms add 3056:Cosens lute book,,1595,f.11va,Sarge Gerbode,Sarge Gerbode,,,,,Toy?,,toy,GM,3.0,7-course,,,,https://lutemusic.org/facsimiles/GB-Cu_Cambridge_University_Library/ms_add_3056_Cosens_lute_book_1595/11v.png,https://lutemusic.org/sources/GB-Cu_cambridge_university_library/add._ms_3056_Cosens_lute_book_1595/orig_7-course/11va_untitled.ft3,https://lutemusic.org/sources/GB-Cu_cambridge_university_library/add._ms_3056_Cosens_lute_book_1595/orig_7-course/pdf/11va_untitled.pdf,https://lutemusic.org/sources/GB-Cu_cambridge_university_library/add._ms_3056_Cosens_lute_book_1595/orig_7-course/midi/11va_untitled.mid,1709916925,1588630234
Fantasy,,Anonymous,,GB-Cu:Cambridge University Library,ms add 3056:Cosens lute book,,1595,f.11vb,Sarge Gerbode,Sarge Gerbode,,,,,Fantasy,,fantasia,Dm,5.0,7-course,,,,https://lutemusic.org/facsimiles/GB-Cu_Cambridge_University_Library/ms_add_3056_Cosens_lute_book_1595/11v.png,https://lutemusic.org/sources/GB-Cu_cambridge_university_library/add._ms_3056_Cosens_lute_book_1595/orig_7-course/11vb_fantasy.ft3,https://lutemusic.org/sources/GB-Cu_cambridge_university_library/add._ms_3056_Cosens_lute_book_1595/orig_7-course/pdf/11vb_fantasy.pdf,https://lutemusic.org/sources/GB-Cu_cambridge_university_library/add._ms_3056_Cosens_lute_book_1595/orig_7-course/midi/11vb_fantasy.mid,1709916925,1700164348
Galliard,,Michael Cavendish,,GB-Cu:Cambridge University Library,ms add 3056:Cosens lute book,,1595,f.11,Sarge Gerbode,Sarge Gerbode,,,,,Galliard,,galliard,Gm,3.0,7-course,,,,https://lutemusic.org/facsimiles/GB-Cu_Cambridge_University_Library/ms_add_3056_Cosens_lute_book_1595/11.png,https://lutemusic.org/sources/GB-Cu_cambridge_university_library/add._ms_3056_Cosens_lute_book_1595/orig_7-course/11_cavendish_galliard.ft3,https://lutemusic.org/sources/GB-Cu_cambridge_university_library/add._ms_3056_Cosens_lute_book_1595/orig_7-course/pdf/11_cavendish_galliard.pdf,https://lutemusic.org/sources/GB-Cu_cambridge_university_library/add._ms_3056_Cosens_lute_book_1595/orig_7-course/midi/11_cavendish_galliard.mid,1709916925,1588630234
An answer to cuckoo,,C.K.,,GB-Cu:Cambridge University Library,ms add 3056:Cosens lute book,,1595,f.12v,Sarge Gerbode,Sarge Gerbode,,,,,An answer to cuckoo,,fantasia,GM,4.0,7-course,,,,https://lutemusic.org/facsimiles/GB-Cu_Cambridge_University_Library/ms_add_3056_Cosens_lute_book_1595/12v.png,https://lutemusic.org/sources/GB-Cu_cambridge_university_library/add._ms_3056_Cosens_lute_book_1595/orig_7-course/12v_answer_to_cuckoo.ft3,https://lutemusic.org/sources/GB-Cu_cambridge_university_library/add._ms_3056_Cosens_lute_book_1595/orig_7-course/pdf/12v_answer_to_cuckoo.pdf,https://lutemusic.org/sources/GB-Cu_cambridge_university_library/add._ms_3056_Cosens_lute_book_1595/orig_7-course/midi/12v_answer_to_cuckoo.mid,1709916925,1700164348
Pavane,,Anonymous,,GB-Cu:Cambridge University Library,ms add 3056:Cosens lute book,,1595,f.14v,Sarge Gerbode,Sarge Gerbode,,,,,Pavane,,pavane,Gm,6.0,7-course,,,,https://lutemusic.org/facsimiles/GB-Cu_Cambridge_University_Library/ms_add_3056_Cosens_lute_book_1595/14v.png,https://lutemusic.org/sources/GB-Cu_cambridge_university_library/add._ms_3056_Cosens_lute_book_1595/orig_7-course/14v_pavane.ft3,https://lutemusic.org/sources/GB-Cu_cambridge_university_library/add._ms_3056_Cosens_lute_book_1595/orig_7-course/pdf/14v_pavane.pdf,https://lutemusic.org/sources/GB-Cu_cambridge_university_library/add._ms_3056_Cosens_lute_book_1595/orig_7-course/midi/14v_pavane.mid,1709916925,1588630234
Mounsieur's Allemande,,John Danyel,,GB-Cu:Cambridge University Library,ms add 3056:Cosens lute book,,1595,f.15v,Sarge Gerbode,Sarge Gerbode,,,,,Mounsieur's Allemande,,"allemande, variation",GM,6.0,7-course,,,,https://lutemusic.org/facsimiles/GB-Cu_Cambridge_University_Library/ms_add_3056_Cosens_lute_book_1595/15v.png,https://lutemusic.org/sources/GB-Cu_cambridge_university_library/add._ms_3056_Cosens_lute_book_1595/orig_7-course/15v_mounsieurs_allemande.ft3,https://lutemusic.org/sources/GB-Cu_cambridge_university_library/add._ms_3056_Cosens_lute_book_1595/orig_7-course/pdf/15v_mounsieurs_allemande.pdf,https://lutemusic.org/sources/GB-Cu_cambridge_university_library/add._ms_3056_Cosens_lute_book_1595/orig_7-course/midi/15v_mounsieurs_allemande.mid,1709916925,1700506462
Fantasy,,John Dowland,,GB-Cu:Cambridge University Library,ms add 3056:Cosens lute book,,1595,f.17v,Sarge Gerbode,Sarge Gerbode,,,,,Fantasy,,fantasia,Dm,5.0,7-course,,,,https://lutemusic.org/facsimiles/GB-Cu_Cambridge_University_Library/ms_add_3056_Cosens_lute_book_1595/17v.png,https://lutemusic.org/sources/GB-Cu_cambridge_university_library/add._ms_3056_Cosens_lute_book_1595/orig_7-course/17v_fantasy.ft3,https://lutemusic.org/sources/GB-Cu_cambridge_university_library/add._ms_3056_Cosens_lute_book_1595/orig_7-course/pdf/17v_fantasy.pdf,https://lutemusic.org/sources/GB-Cu_cambridge_university_library/add._ms_3056_Cosens_lute_book_1595/orig_7-course/midi/17v_fantasy.mid,1709916925,1700164348
Rosamund,,John Danyel,,GB-Cu:Cambridge University Library,ms add 3056:Cosens lute book,,1595,f.18v,Sarge Gerbode,Sarge Gerbode,,,,,Rosamund,,pavane,Gm,3.0,7-course,,,,https://lutemusic.org/facsimiles/GB-Cu_Cambridge_University_Library/ms_add_3056_Cosens_lute_book_1595/18v.png,https://lutemusic.org/sources/GB-Cu_cambridge_university_library/add._ms_3056_Cosens_lute_book_1595/orig_7-course/18v_rosamund.ft3,https://lutemusic.org/sources/GB-Cu_cambridge_university_library/add._ms_3056_Cosens_lute_book_1595/orig_7-course/pdf/18v_rosamund.pdf,https://lutemusic.org/sources/GB-Cu_cambridge_university_library/add._ms_3056_Cosens_lute_book_1595/orig_7-course/midi/18v_rosamund.mid,1709916925,1588630235
Pavane,,Anonymous,,GB-Cu:Cambridge University Library,ms add 3056:Cosens lute book,,1595,f.19v,Sarge Gerbode,Sarge Gerbode,,,,,Pavane,,pavane,Dm,3.0,7-course,,,,https://lutemusic.org/facsimiles/GB-Cu_Cambridge_University_Library/ms_add_3056_Cosens_lute_book_1595/19v.png,https://lutemusic.org/sources/GB-Cu_cambridge_university_library/add._ms_3056_Cosens_lute_book_1595/orig_7-course/19v_pavane.ft3,https://lutemusic.org/sources/GB-Cu_cambridge_university_library/add._ms_3056_Cosens_lute_book_1595/orig_7-course/pdf/19v_pavane.pdf,https://lutemusic.org/sources/GB-Cu_cambridge_university_library/add._ms_3056_Cosens_lute_book_1595/orig_7-course/midi/19v_pavane.mid,1709916925,1588630235
Spanish Pavane,,Thomas Robinson,,GB-Cu:Cambridge University Library,ms add 3056:Cosens lute book,,1595,f.20v,Sarge Gerbode,Sarge Gerbode,,,,,Spanish Pavane,,pavane,Gm,3.0,7-course,,,,https://lutemusic.org/facsimiles/GB-Cu_Cambridge_University_Library/ms_add_3056_Cosens_lute_book_1595/20v.png,https://lutemusic.org/sources/GB-Cu_cambridge_university_library/add._ms_3056_Cosens_lute_book_1595/orig_7-course/20v_spanish_pavane.ft3,https://lutemusic.org/sources/GB-Cu_cambridge_university_library/add._ms_3056_Cosens_lute_book_1595/orig_7-course/pdf/20v_spanish_pavane.pdf,https://lutemusic.org/sources/GB-Cu_cambridge_university_library/add._ms_3056_Cosens_lute_book_1595/orig_7-course/midi/20v_spanish_pavane.mid,1709916925,1588630235
Fantasy,,Lorenzino Tracetti,,GB-Cu:Cambridge University Library,ms add 3056:Cosens lute book,,1595,f.21v,Sarge Gerbode,Sarge Gerbode,,,,,Fantasy,,fantasia,GM,3.0,7-course,,,,https://lutemusic.org/facsimiles/GB-Cu_Cambridge_University_Library/ms_add_3056_Cosens_lute_book_1595/21v.png,https://lutemusic.org/sources/GB-Cu_cambridge_university_library/add._ms_3056_Cosens_lute_book_1595/orig_7-course/21v_laurenzino_fantasy.ft3,https://lutemusic.org/sources/GB-Cu_cambridge_university_library/add._ms_3056_Cosens_lute_book_1595/orig_7-course/pdf/21v_laurenzino_fantasy.pdf,https://lutemusic.org/sources/GB-Cu_cambridge_university_library/add._ms_3056_Cosens_lute_book_1595/orig_7-course/midi/21v_laurenzino_fantasy.mid,1709916925,1700164348
Prelude,,Anonymous,,GB-Cu:Cambridge University Library,ms add 3056:Cosens lute book,,1595,f.23v,Sarge Gerbode,Sarge Gerbode,,,,,Prelude,,prelude,GM,3.0,7-course,,,,https://lutemusic.org/facsimiles/GB-Cu_Cambridge_University_Library/ms_add_3056_Cosens_lute_book_1595/23v.png,https://lutemusic.org/sources/GB-Cu_cambridge_university_library/add._ms_3056_Cosens_lute_book_1595/orig_7-course/23v_prelude.ft3,https://lutemusic.org/sources/GB-Cu_cambridge_university_library/add._ms_3056_Cosens_lute_book_1595/orig_7-course/pdf/23v_prelude.pdf,https://lutemusic.org/sources/GB-Cu_cambridge_university_library/add._ms_3056_Cosens_lute_book_1595/orig_7-course/midi/23v_prelude.mid,1709916925,1588630235
Prelude,,Anonymous,,GB-Cu:Cambridge University Library,ms add 3056:Cosens lute book,,1595,f.23,Sarge Gerbode,Sarge Gerbode,,,,,Prelude,,prelude,CM,3.0,7-course,,,,https://lutemusic.org/facsimiles/GB-Cu_Cambridge_University_Library/ms_add_3056_Cosens_lute_book_1595/23.png,https://lutemusic.org/sources/GB-Cu_cambridge_university_library/add._ms_3056_Cosens_lute_book_1595/orig_7-course/23_prelude.ft3,https://lutemusic.org/sources/GB-Cu_cambridge_university_library/add._ms_3056_Cosens_lute_book_1595/orig_7-course/pdf/23_prelude.pdf,https://lutemusic.org/sources/GB-Cu_cambridge_university_library/add._ms_3056_Cosens_lute_book_1595/orig_7-course/midi/23_prelude.mid,1709916925,1588630235
Prelude,,Anonymous,,GB-Cu:Cambridge University Library,ms add 3056:Cosens lute book,,1595,f.25,Sarge Gerbode,Sarge Gerbode,,,,,Prelude,,prelude,CM,3.0,7-course,,,,https://lutemusic.org/facsimiles/GB-Cu_Cambridge_University_Library/ms_add_3056_Cosens_lute_book_1595/25.png,https://lutemusic.org/sources/GB-Cu_cambridge_university_library/add._ms_3056_Cosens_lute_book_1595/orig_7-course/25_prelude.ft3,https://lutemusic.org/sources/GB-Cu_cambridge_university_library/add._ms_3056_Cosens_lute_book_1595/orig_7-course/pdf/25_prelude.pdf,https://lutemusic.org/sources/GB-Cu_cambridge_university_library/add._ms_3056_Cosens_lute_book_1595/orig_7-course/midi/25_prelude.mid,1709916925,1588630235
Prelude,,Anonymous,,GB-Cu:Cambridge University Library,ms add 3056:Cosens lute book,,1595,f.26v,Sarge Gerbode,Sarge Gerbode,,,,,Prelude,,prelude,Cm,3.0,7-course,,,,https://lutemusic.org/facsimiles/GB-Cu_Cambridge_University_Library/ms_add_3056_Cosens_lute_book_1595/26v.png,https://lutemusic.org/sources/GB-Cu_cambridge_university_library/add._ms_3056_Cosens_lute_book_1595/orig_7-course/26v_prelude.ft3,https://lutemusic.org/sources/GB-Cu_cambridge_university_library/add._ms_3056_Cosens_lute_book_1595/orig_7-course/pdf/26v_prelude.pdf,https://lutemusic.org/sources/GB-Cu_cambridge_university_library/add._ms_3056_Cosens_lute_book_1595/orig_7-course/midi/26v_prelude.mid,1709916925,1588630235
Prelude,,Anonymous,,GB-Cu:Cambridge University Library,ms add 3056:Cosens lute book,,1595,f.27v,Sarge Gerbode,Sarge Gerbode,,,,,Prelude,,prelude,Dm,3.0,7-course,,,,https://lutemusic.org/facsimiles/GB-Cu_Cambridge_University_Library/ms_add_3056_Cosens_lute_book_1595/27v.png,https://lutemusic.org/sources/GB-Cu_cambridge_university_library/add._ms_3056_Cosens_lute_book_1595/orig_7-course/27v_prelude.ft3,https://lutemusic.org/sources/GB-Cu_cambridge_university_library/add._ms_3056_Cosens_lute_book_1595/orig_7-course/pdf/27v_prelude.pdf,https://lutemusic.org/sources/GB-Cu_cambridge_university_library/add._ms_3056_Cosens_lute_book_1595/orig_7-course/midi/27v_prelude.mid,1709916925,1588630235
Prelude,,Anonymous,,GB-Cu:Cambridge University Library,ms add 3056:Cosens lute book,,1595,f.27,Sarge Gerbode,Sarge Gerbode,,,,,Prelude,,prelude,Dm,3.0,7-course,,,,https://lutemusic.org/facsimiles/GB-Cu_Cambridge_University_Library/ms_add_3056_Cosens_lute_book_1595/27.png,https://lutemusic.org/sources/GB-Cu_cambridge_university_library/add._ms_3056_Cosens_lute_book_1595/orig_7-course/27_prelude.ft3,https://lutemusic.org/sources/GB-Cu_cambridge_university_library/add._ms_3056_Cosens_lute_book_1595/orig_7-course/pdf/27_prelude.pdf,https://lutemusic.org/sources/GB-Cu_cambridge_university_library/add._ms_3056_Cosens_lute_book_1595/orig_7-course/midi/27_prelude.mid,1709916925,1588630235
Exercise,,Vincenzo Pinti,,GB-Cu:Cambridge University Library,ms add 3056:Cosens lute book,,1595,f.29v,Sarge Gerbode,Sarge Gerbode,,,,,Exercise,,"exercise, prelude",Dm,4.0,7-course,,,,https://lutemusic.org/facsimiles/GB-Cu_Cambridge_University_Library/ms_add_3056_Cosens_lute_book_1595/29v.png,https://lutemusic.org/sources/GB-Cu_cambridge_university_library/add._ms_3056_Cosens_lute_book_1595/orig_7-course/29v_exercise.ft3,https://lutemusic.org/sources/GB-Cu_cambridge_university_library/add._ms_3056_Cosens_lute_book_1595/orig_7-course/pdf/29v_exercise.pdf,https://lutemusic.org/sources/GB-Cu_cambridge_university_library/add._ms_3056_Cosens_lute_book_1595/orig_7-course/midi/29v_exercise.mid,1709916925,1588630235
Exercise,,William Hollis?,,GB-Cu:Cambridge University Library,ms add 3056:Cosens lute book,,1595,f.30v,Sarge Gerbode,Sarge Gerbode,,,,,Exercise,,"exercise, prelude",Dm,3.0,7-course,,,,https://lutemusic.org/facsimiles/GB-Cu_Cambridge_University_Library/ms_add_3056_Cosens_lute_book_1595/30v.png,https://lutemusic.org/sources/GB-Cu_cambridge_university_library/add._ms_3056_Cosens_lute_book_1595/orig_7-course/30v_exercise.ft3,https://lutemusic.org/sources/GB-Cu_cambridge_university_library/add._ms_3056_Cosens_lute_book_1595/orig_7-course/pdf/30v_exercise.pdf,https://lutemusic.org/sources/GB-Cu_cambridge_university_library/add._ms_3056_Cosens_lute_book_1595/orig_7-course/midi/30v_exercise.mid,1709916925,1588630235
Exercise,,Lorenzino Tracetti,,GB-Cu:Cambridge University Library,ms add 3056:Cosens lute book,,1595,f.30,Sarge Gerbode,Sarge Gerbode,,,,,Exercise,,"exercise, prelude",Dm,4.0,7-course,,,,https://lutemusic.org/facsimiles/GB-Cu_Cambridge_University_Library/ms_add_3056_Cosens_lute_book_1595/30.png,https://lutemusic.org/sources/GB-Cu_cambridge_university_library/add._ms_3056_Cosens_lute_book_1595/orig_7-course/30_exercise.ft3,https://lutemusic.org/sources/GB-Cu_cambridge_university_library/add._ms_3056_Cosens_lute_book_1595/orig_7-course/pdf/30_exercise.pdf,https://lutemusic.org/sources/GB-Cu_cambridge_university_library/add._ms_3056_Cosens_lute_book_1595/orig_7-course/midi/30_exercise.mid,1709916925,1588630235
Bonny sweet Robin galliard,,John Dowland,,GB-Cu:Cambridge University Library,ms add 3056:Cosens lute book,,1595,f.32v,Sarge Gerbode,Sarge Gerbode,,,,,Bonny sweet Robin galliard,,galliard,Dm,3.0,7-course,,,,https://lutemusic.org/facsimiles/GB-Cu_Cambridge_University_Library/ms_add_3056_Cosens_lute_book_1595/32v.png,https://lutemusic.org/sources/GB-Cu_cambridge_university_library/add._ms_3056_Cosens_lute_book_1595/orig_7-course/32v_robin_galliard.ft3,https://lutemusic.org/sources/GB-Cu_cambridge_university_library/add._ms_3056_Cosens_lute_book_1595/orig_7-course/pdf/32v_robin_galliard.pdf,https://lutemusic.org/sources/GB-Cu_cambridge_university_library/add._ms_3056_Cosens_lute_book_1595/orig_7-course/midi/32v_robin_galliard.mid,1709916925,1588630235
Galliard,,John Dowland,,GB-Cu:Cambridge University Library,ms add 3056:Cosens lute book,,1595,f.33va,Sarge Gerbode,Sarge Gerbode,,,,,Galliard,,galliard,Dm,3.0,7-course,,,,https://lutemusic.org/facsimiles/GB-Cu_Cambridge_University_Library/ms_add_3056_Cosens_lute_book_1595/33v.png,https://lutemusic.org/sources/GB-Cu_cambridge_university_library/add._ms_3056_Cosens_lute_book_1595/orig_7-course/33va_awake_sweet_love_galliard.ft3,https://lutemusic.org/sources/GB-Cu_cambridge_university_library/add._ms_3056_Cosens_lute_book_1595/orig_7-course/pdf/33va_awake_sweet_love_galliard.pdf,https://lutemusic.org/sources/GB-Cu_cambridge_university_library/add._ms_3056_Cosens_lute_book_1595/orig_7-course/midi/33va_awake_sweet_love_galliard.mid,1709916925,1588630235
33. Galliard,,Anonymous,,GB-Cu:Cambridge University Library,ms add 3056:Cosens lute book,,1595,f.33,Sarge Gerbode,Sarge Gerbode,,,,,Galliard,,galliard,Dm,3.0,7-course,,,,https://lutemusic.org/facsimiles/GB-Cu_Cambridge_University_Library/ms_add_3056_Cosens_lute_book_1595/33.png,https://lutemusic.org/sources/GB-Cu_cambridge_university_library/add._ms_3056_Cosens_lute_book_1595/orig_7-course/33_galliard.ft3,https://lutemusic.org/sources/GB-Cu_cambridge_university_library/add._ms_3056_Cosens_lute_book_1595/orig_7-course/pdf/33_galliard.pdf,https://lutemusic.org/sources/GB-Cu_cambridge_university_library/add._ms_3056_Cosens_lute_book_1595/orig_7-course/midi/33_galliard.mid,1709916925,1588630235
Pavane,No chanterelle,Thomas Smyth,,GB-Cu:Cambridge University Library,ms add 3056:Cosens lute book,,1595,f.34v,Sarge Gerbode,Sarge Gerbode,,,,,Pavane,,pavane,Gm,3.0,7-course,,,,https://lutemusic.org/facsimiles/GB-Cu_Cambridge_University_Library/ms_add_3056_Cosens_lute_book_1595/34v.png,https://lutemusic.org/sources/GB-Cu_cambridge_university_library/add._ms_3056_Cosens_lute_book_1595/orig_7-course/34v_smyth_pavane.ft3,https://lutemusic.org/sources/GB-Cu_cambridge_university_library/add._ms_3056_Cosens_lute_book_1595/orig_7-course/pdf/34v_smyth_pavane.pdf,https://lutemusic.org/sources/GB-Cu_cambridge_university_library/add._ms_3056_Cosens_lute_book_1595/orig_7-course/midi/34v_smyth_pavane.mid,1709916925,1588630235
Galliard,No chanterelle,Thomas Smyth,,GB-Cu:Cambridge University Library,ms add 3056:Cosens lute book,,1595,f.35a,Sarge Gerbode,Sarge Gerbode,,,,,Galliard,,galliard,Gm,3.0,7-course,,,,https://lutemusic.org/facsimiles/GB-Cu_Cambridge_University_Library/ms_add_3056_Cosens_lute_book_1595/35.png,https://lutemusic.org/sources/GB-Cu_cambridge_university_library/add._ms_3056_Cosens_lute_book_1595/orig_7-course/35a_smyth_galliard.ft3,https://lutemusic.org/sources/GB-Cu_cambridge_university_library/add._ms_3056_Cosens_lute_book_1595/orig_7-course/pdf/35a_smyth_galliard.pdf,https://lutemusic.org/sources/GB-Cu_cambridge_university_library/add._ms_3056_Cosens_lute_book_1595/orig_7-course/midi/35a_smyth_galliard.mid,1709916925,1588630235
Galliard,,Thomas Smyth,,GB-Cu:Cambridge University Library,ms add 3056:Cosens lute book,,1595,f.35b,Sarge Gerbode,Sarge Gerbode,,,,,Galliard,,galliard,GM,3.0,7-course,,,,https://lutemusic.org/facsimiles/GB-Cu_Cambridge_University_Library/ms_add_3056_Cosens_lute_book_1595/35.png,https://lutemusic.org/sources/GB-Cu_cambridge_university_library/add._ms_3056_Cosens_lute_book_1595/orig_7-course/35b_smyth_galliard.ft3,https://lutemusic.org/sources/GB-Cu_cambridge_university_library/add._ms_3056_Cosens_lute_book_1595/orig_7-course/pdf/35b_smyth_galliard.pdf,https://lutemusic.org/sources/GB-Cu_cambridge_university_library/add._ms_3056_Cosens_lute_book_1595/orig_7-course/midi/35b_smyth_galliard.mid,1709916925,1588630235
(Untitled,,Anonymous,,GB-Cu:Cambridge University Library,ms add 3056:Cosens lute book,,1595,f.35v,Sarge Gerbode,Sarge Gerbode,,,,,(Untitled),,toy,Cm,2.0,7-course,,,,https://lutemusic.org/facsimiles/GB-Cu_Cambridge_University_Library/ms_add_3056_Cosens_lute_book_1595/35v.png,https://lutemusic.org/sources/GB-Cu_cambridge_university_library/add._ms_3056_Cosens_lute_book_1595/orig_7-course/35v_untitled.ft3,https://lutemusic.org/sources/GB-Cu_cambridge_university_library/add._ms_3056_Cosens_lute_book_1595/orig_7-course/pdf/35v_untitled.pdf,https://lutemusic.org/sources/GB-Cu_cambridge_university_library/add._ms_3056_Cosens_lute_book_1595/orig_7-course/midi/35v_untitled.mid,1709916925,1588630235
33. Fancy,,Francesco da Milano,,GB-Cu:Cambridge University Library,ms add 3056:Cosens lute book,,1595,f.37v,Sarge Gerbode,Sarge Gerbode,,,,,,,fantasia,Cm,6.0,6-course,,,,https://lutemusic.org/facsimiles/GB-Cu_Cambridge_University_Library/ms_add_3056_Cosens_lute_book_1595/37v.png,https://lutemusic.org/sources/GB-Cu_cambridge_university_library/add._ms_3056_Cosens_lute_book_1595/orig_7-course/37v_milano_fantasia.ft3,https://lutemusic.org/sources/GB-Cu_cambridge_university_library/add._ms_3056_Cosens_lute_book_1595/orig_7-course/pdf/37v_milano_fantasia.pdf,https://lutemusic.org/sources/GB-Cu_cambridge_university_library/add._ms_3056_Cosens_lute_book_1595/orig_7-course/midi/37v_milano_fantasia.mid,1709916925,1685204647
Fantasia,,Melchior Newsidler,,GB-Cu:Cambridge University Library,ms add 3056:Cosens lute book,,1595,f.40v,Sarge Gerbode,Sarge Gerbode,,,,"A-LIa:Oberösterreichisches Landesarchiv  HS. 475:Eysert Lute Book (c1600), f. 69v",,,fantasia,Dm,4.0,7-course,,,,https://lutemusic.org/facsimiles/GB-Cu_Cambridge_University_Library/ms_add_3056_Cosens_lute_book_1595/40v.png,https://lutemusic.org/sources/GB-Cu_cambridge_university_library/add._ms_3056_Cosens_lute_book_1595/orig_7-course/40v_newsidler_fantasy.ft3,https://lutemusic.org/sources/GB-Cu_cambridge_university_library/add._ms_3056_Cosens_lute_book_1595/orig_7-course/pdf/40v_newsidler_fantasy.pdf,https://lutemusic.org/sources/GB-Cu_cambridge_university_library/add._ms_3056_Cosens_lute_book_1595/orig_7-course/midi/40v_newsidler_fantasy.mid,1709916925,1703703351
Galliard,,Michael Cavendish,,GB-Cu:Cambridge University Library,ms add 3056:Cosens lute book,,1595,f.42,Sarge Gerbode,Sarge Gerbode,,,,,Galliard,,galliard,Gm,3.0,7-course,,,,https://lutemusic.org/facsimiles/GB-Cu_Cambridge_University_Library/ms_add_3056_Cosens_lute_book_1595/42.png,https://lutemusic.org/sources/GB-Cu_cambridge_university_library/add._ms_3056_Cosens_lute_book_1595/orig_7-course/42_cavendish_galliard.ft3,https://lutemusic.org/sources/GB-Cu_cambridge_university_library/add._ms_3056_Cosens_lute_book_1595/orig_7-course/pdf/42_cavendish_galliard.pdf,https://lutemusic.org/sources/GB-Cu_cambridge_university_library/add._ms_3056_Cosens_lute_book_1595/orig_7-course/midi/42_cavendish_galliard.mid,1709916925,1588630235
Mall Sims,,Hans Leo Hassler,,GB-Cu:Cambridge University Library,ms add 3056:Cosens lute book,,1595,f.43,Sarge Gerbode,Sarge Gerbode,,,,,Mall Sims,,toy,Cm,2.0,7-course,,,,https://lutemusic.org/facsimiles/GB-Cu_Cambridge_University_Library/ms_add_3056_Cosens_lute_book_1595/43.png,https://lutemusic.org/sources/GB-Cu_cambridge_university_library/add._ms_3056_Cosens_lute_book_1595/orig_7-course/43_mall_symms.ft3,https://lutemusic.org/sources/GB-Cu_cambridge_university_library/add._ms_3056_Cosens_lute_book_1595/orig_7-course/pdf/43_mall_symms.pdf,https://lutemusic.org/sources/GB-Cu_cambridge_university_library/add._ms_3056_Cosens_lute_book_1595/orig_7-course/midi/43_mall_symms.mid,1709916925,1588630235
Mounsieur's Allemande,,John Danyel,,GB-Cu:Cambridge University Library,ms add 3056:Cosens lute book,,1595,f.44v,Sarge Gerbode,Sarge Gerbode,,,,,Mounsieur's Allemande,,"allemande, variation",GM,6.0,7-course,,,,https://lutemusic.org/facsimiles/GB-Cu_Cambridge_University_Library/ms_add_3056_Cosens_lute_book_1595/44v.png,https://lutemusic.org/sources/GB-Cu_cambridge_university_library/add._ms_3056_Cosens_lute_book_1595/orig_7-course/44v_mounsieurs_allemande.ft3,https://lutemusic.org/sources/GB-Cu_cambridge_university_library/add._ms_3056_Cosens_lute_book_1595/orig_7-course/pdf/44v_mounsieurs_allemande.pdf,https://lutemusic.org/sources/GB-Cu_cambridge_university_library/add._ms_3056_Cosens_lute_book_1595/orig_7-course/midi/44v_mounsieurs_allemande.mid,1709916925,1700506462
