Title,Subtitle,Composer,Orig. composer,Source,Document,Volume,Date,Page,Editor,Encoder,Arranger,Intabulator,Contributor,Concordances,Piece,Section,Type,Key,Difficulty,Ensemble,Part,Remarks,Recording,Facsimile,Fronimo,PDF,Midi,Created,Modified
9. Wer den wein nit trinkhen mag,Edited version,Anonymous,,A-Wn:Austrian National Library Music Collection,ms 9704:Jacobus Thurner Lautenbuch,,1523,f.11,Sarge Gerbode,Sarge Gerbode,,,,,,,tanz,FM,2.0,5-course,,,,https://lutemusic.org/facsimiles/A-Wn_Austrian_National_Library_Music_Collection/ms_9704_Jacobus_Thurner_Lautenbuch_1523/11.png,https://lutemusic.org/sources/A-Wn_Austrian_National_Library_Music_Collection/ms_9704_Jacobus_Thurner_Lautenbuch_c1500/09_wer_den_wein_nit_trinkhen_mag_anon.ft3,https://lutemusic.org/sources/A-Wn_Austrian_National_Library_Music_Collection/ms_9704_Jacobus_Thurner_Lautenbuch_c1500/pdf/09_wer_den_wein_nit_trinkhen_mag_anon.pdf,https://lutemusic.org/sources/A-Wn_Austrian_National_Library_Music_Collection/ms_9704_Jacobus_Thurner_Lautenbuch_c1500/midi/09_wer_den_wein_nit_trinkhen_mag_anon.mid,1724180380,1724085693
10. Mein hertz das ist bekhumert ser,Original version,Anonymous,,A-Wn:Austrian National Library Music Collection,ms 9704:Jacobus Thurner Lautenbuch,,1523,f.12,Sarge Gerbode,Sarge Gerbode,,,,,,,"vocal intabulation, lied",Cm,2.0,5-course,,,,https://lutemusic.org/facsimiles/A-Wn_Austrian_National_Library_Music_Collection/ms_9704_Jacobus_Thurner_Lautenbuch_1523/12.png,https://lutemusic.org/sources/A-Wn_Austrian_National_Library_Music_Collection/ms_9704_Jacobus_Thurner_Lautenbuch_c1500/10_mein_hertz_das_ist_bekhummert_sehr_anon.ft3,https://lutemusic.org/sources/A-Wn_Austrian_National_Library_Music_Collection/ms_9704_Jacobus_Thurner_Lautenbuch_c1500/pdf/10_mein_hertz_das_ist_bekhummert_sehr_anon.pdf,https://lutemusic.org/sources/A-Wn_Austrian_National_Library_Music_Collection/ms_9704_Jacobus_Thurner_Lautenbuch_c1500/midi/10_mein_hertz_das_ist_bekhummert_sehr_anon.mid,1724180380,1724085846
11. Es ist ein schnee gefallen,Edited version,Anonymous,,A-Wn:Austrian National Library Music Collection,ms 9704:Jacobus Thurner Lautenbuch,,1523,f.13,Sarge Gerbode,Sarge Gerbode,,,,"CH-Bu:Basel University Library  ms F.IX.70:Wurstisen lute book (1591), p.279a",,,"vocal intabulation, folk song",FM,2.0,5-course,,,,https://lutemusic.org/facsimiles/A-Wn_Austrian_National_Library_Music_Collection/ms_9704_Jacobus_Thurner_Lautenbuch_1523/13.png,https://lutemusic.org/sources/A-Wn_Austrian_National_Library_Music_Collection/ms_9704_Jacobus_Thurner_Lautenbuch_c1500/11_es_ist_ein_schnee_gefallen_anon.ft3,https://lutemusic.org/sources/A-Wn_Austrian_National_Library_Music_Collection/ms_9704_Jacobus_Thurner_Lautenbuch_c1500/pdf/11_es_ist_ein_schnee_gefallen_anon.pdf,https://lutemusic.org/sources/A-Wn_Austrian_National_Library_Music_Collection/ms_9704_Jacobus_Thurner_Lautenbuch_c1500/midi/11_es_ist_ein_schnee_gefallen_anon.mid,1724180380,1724866395
12. Die Prasser,Edited version,Anonymous,,A-Wn:Austrian National Library Music Collection,ms 9704:Jacobus Thurner Lautenbuch,,1523,f.14,Sarge Gerbode,Sarge Gerbode,,,,,,,tanz,FM,2.0,5-course,,,,https://lutemusic.org/facsimiles/A-Wn_Austrian_National_Library_Music_Collection/ms_9704_Jacobus_Thurner_Lautenbuch_1523/14.png,https://lutemusic.org/sources/A-Wn_Austrian_National_Library_Music_Collection/ms_9704_Jacobus_Thurner_Lautenbuch_c1500/12_die_prasser_anon.ft3,https://lutemusic.org/sources/A-Wn_Austrian_National_Library_Music_Collection/ms_9704_Jacobus_Thurner_Lautenbuch_c1500/pdf/12_die_prasser_anon.pdf,https://lutemusic.org/sources/A-Wn_Austrian_National_Library_Music_Collection/ms_9704_Jacobus_Thurner_Lautenbuch_c1500/midi/12_die_prasser_anon.mid,1724180380,1724086099
"13. Wach auff, mein schöne",Edited version,Anonymous,,A-Wn:Austrian National Library Music Collection,ms 9704:Jacobus Thurner Lautenbuch,,1523,f.14v,Sarge Gerbode,Sarge Gerbode,,,,,,,"vocal intabulation, lied",FM,2.0,5-course,,,,https://lutemusic.org/facsimiles/A-Wn_Austrian_National_Library_Music_Collection/ms_9704_Jacobus_Thurner_Lautenbuch_1523/14v.png,https://lutemusic.org/sources/A-Wn_Austrian_National_Library_Music_Collection/ms_9704_Jacobus_Thurner_Lautenbuch_c1500/13_wach_auff_mein_schone_anon.ft3,https://lutemusic.org/sources/A-Wn_Austrian_National_Library_Music_Collection/ms_9704_Jacobus_Thurner_Lautenbuch_c1500/pdf/13_wach_auff_mein_schone_anon.pdf,https://lutemusic.org/sources/A-Wn_Austrian_National_Library_Music_Collection/ms_9704_Jacobus_Thurner_Lautenbuch_c1500/midi/13_wach_auff_mein_schone_anon.mid,1724180380,1724086169
14. Schreyber in karb,Edited version,Anonymous,,A-Wn:Austrian National Library Music Collection,ms 9704:Jacobus Thurner Lautenbuch,,1523,f.15,Sarge Gerbode,Sarge Gerbode,,,,,,,tanz,FM,2.0,5-course,,,,https://lutemusic.org/facsimiles/A-Wn_Austrian_National_Library_Music_Collection/ms_9704_Jacobus_Thurner_Lautenbuch_1523/15.png,https://lutemusic.org/sources/A-Wn_Austrian_National_Library_Music_Collection/ms_9704_Jacobus_Thurner_Lautenbuch_c1500/14_schreyber_in_karb_anon.ft3,https://lutemusic.org/sources/A-Wn_Austrian_National_Library_Music_Collection/ms_9704_Jacobus_Thurner_Lautenbuch_c1500/pdf/14_schreyber_in_karb_anon.pdf,https://lutemusic.org/sources/A-Wn_Austrian_National_Library_Music_Collection/ms_9704_Jacobus_Thurner_Lautenbuch_c1500/midi/14_schreyber_in_karb_anon.mid,1724180380,1724087091
15. Madonna Katharina,,Anonymous,,A-Wn:Austrian National Library Music Collection,ms 9704:Jacobus Thurner Lautenbuch,,1523,f.22,Sarge Gerbode,Sarge Gerbode,,,,,,,tanz,Cm,2.0,5-course,,,,https://lutemusic.org/facsimiles/A-Wn_Austrian_National_Library_Music_Collection/ms_9704_Jacobus_Thurner_Lautenbuch_1523/22.png,https://lutemusic.org/sources/A-Wn_Austrian_National_Library_Music_Collection/ms_9704_Jacobus_Thurner_Lautenbuch_c1500/15_madonna_katharina_anon.ft3,https://lutemusic.org/sources/A-Wn_Austrian_National_Library_Music_Collection/ms_9704_Jacobus_Thurner_Lautenbuch_c1500/pdf/15_madonna_katharina_anon.pdf,https://lutemusic.org/sources/A-Wn_Austrian_National_Library_Music_Collection/ms_9704_Jacobus_Thurner_Lautenbuch_c1500/midi/15_madonna_katharina_anon.mid,1724180380,1724957925
16. Saphica,Ode 2 - Iam satis terris[Edited version],Petrus Tritonius,,A-Wn:Austrian National Library Music Collection,ms 9704:Jacobus Thurner Lautenbuch,,1523,f.23,Sarge Gerbode,Sarge Gerbode,,,,"Utilis et Compendiaria Introductio (c.1515), f.b1vb",,,ode,BbM,2.0,6-course,,,,https://lutemusic.org/facsimiles/A-Wn_Austrian_National_Library_Music_Collection/ms_9704_Jacobus_Thurner_Lautenbuch_1523/23.png,https://lutemusic.org/sources/A-Wn_Austrian_National_Library_Music_Collection/ms_9704_Jacobus_Thurner_Lautenbuch_c1500/16_ode_2_saphica_iam_satis_terris_tritoniusP.ft3,https://lutemusic.org/sources/A-Wn_Austrian_National_Library_Music_Collection/ms_9704_Jacobus_Thurner_Lautenbuch_c1500/pdf/16_ode_2_saphica_iam_satis_terris_tritoniusP.pdf,https://lutemusic.org/sources/A-Wn_Austrian_National_Library_Music_Collection/ms_9704_Jacobus_Thurner_Lautenbuch_c1500/midi/16_ode_2_saphica_iam_satis_terris_tritoniusP.mid,1724180380,1724179103
17. Nach willen dein,Fragment,Anonymous,,A-Wn:Austrian National Library Music Collection,ms 9704:Jacobus Thurner Lautenbuch,,1523,f.23v,Sarge Gerbode,Sarge Gerbode,,,,,,,"lied, vocal intabulation, fragment",BbM,2.0,5-course,,,,https://lutemusic.org/facsimiles/A-Wn_Austrian_National_Library_Music_Collection/ms_9704_Jacobus_Thurner_Lautenbuch_1523/23v.png,https://lutemusic.org/sources/A-Wn_Austrian_National_Library_Music_Collection/ms_9704_Jacobus_Thurner_Lautenbuch_c1500/17_nach_willen_dein_anon.ft3,https://lutemusic.org/sources/A-Wn_Austrian_National_Library_Music_Collection/ms_9704_Jacobus_Thurner_Lautenbuch_c1500/pdf/17_nach_willen_dein_anon.pdf,https://lutemusic.org/sources/A-Wn_Austrian_National_Library_Music_Collection/ms_9704_Jacobus_Thurner_Lautenbuch_c1500/midi/17_nach_willen_dein_anon.mid,1724180380,1724086394
18. Oda prima,Maecenas attavis[Edited version],Petrus Tritonius,,A-Wn:Austrian National Library Music Collection,ms 9704:Jacobus Thurner Lautenbuch,,1523,f.24v,Sarge Gerbode,Sarge Gerbode,,,,"Utilis et Compendiaria Introductio (c.1515), f.b1va",,,ode,FM,2.0,6-course,,,,https://lutemusic.org/facsimiles/A-Wn_Austrian_National_Library_Music_Collection/ms_9704_Jacobus_Thurner_Lautenbuch_1523/24v.png,https://lutemusic.org/sources/A-Wn_Austrian_National_Library_Music_Collection/ms_9704_Jacobus_Thurner_Lautenbuch_c1500/18_ode_1_maecenas_attavis_tritoniusP.ft3,https://lutemusic.org/sources/A-Wn_Austrian_National_Library_Music_Collection/ms_9704_Jacobus_Thurner_Lautenbuch_c1500/pdf/18_ode_1_maecenas_attavis_tritoniusP.pdf,https://lutemusic.org/sources/A-Wn_Austrian_National_Library_Music_Collection/ms_9704_Jacobus_Thurner_Lautenbuch_c1500/midi/18_ode_1_maecenas_attavis_tritoniusP.mid,1724180380,1724179132
19. Ode 2,Iam satis terris[Edited version],Petrus Tritonius,,A-Wn:Austrian National Library Music Collection,ms 9704:Jacobus Thurner Lautenbuch,,1523,f.25,Sarge Gerbode,Sarge Gerbode,,,,"Utilis et Compendiaria Introductio (c.1515), f.b1vb",,,ode,FM,2.0,6-course,,,,https://lutemusic.org/facsimiles/A-Wn_Austrian_National_Library_Music_Collection/ms_9704_Jacobus_Thurner_Lautenbuch_1523/25.png,https://lutemusic.org/sources/A-Wn_Austrian_National_Library_Music_Collection/ms_9704_Jacobus_Thurner_Lautenbuch_c1500/19_ode_2_iam_satis_terris_tritoniusP.ft3,https://lutemusic.org/sources/A-Wn_Austrian_National_Library_Music_Collection/ms_9704_Jacobus_Thurner_Lautenbuch_c1500/pdf/19_ode_2_iam_satis_terris_tritoniusP.pdf,https://lutemusic.org/sources/A-Wn_Austrian_National_Library_Music_Collection/ms_9704_Jacobus_Thurner_Lautenbuch_c1500/midi/19_ode_2_iam_satis_terris_tritoniusP.mid,1724180380,1724179070
20. Ode 3,Sic te diva potens Cypri,Petrus Tritonius,,A-Wn:Austrian National Library Music Collection,ms 9704:Jacobus Thurner Lautenbuch,,1523,f.25v,Sarge Gerbode,Sarge Gerbode,,,,"Utilis et Compendiaria Introductio (c.1515), f.b1vc",,,ode,FM,2.0,5-course,,,,https://lutemusic.org/facsimiles/A-Wn_Austrian_National_Library_Music_Collection/ms_9704_Jacobus_Thurner_Lautenbuch_1523/25v.png,https://lutemusic.org/sources/A-Wn_Austrian_National_Library_Music_Collection/ms_9704_Jacobus_Thurner_Lautenbuch_c1500/20_ode_3_sic_te_diva_potens_cypri_tritoniusP.ft3,https://lutemusic.org/sources/A-Wn_Austrian_National_Library_Music_Collection/ms_9704_Jacobus_Thurner_Lautenbuch_c1500/pdf/20_ode_3_sic_te_diva_potens_cypri_tritoniusP.pdf,https://lutemusic.org/sources/A-Wn_Austrian_National_Library_Music_Collection/ms_9704_Jacobus_Thurner_Lautenbuch_c1500/midi/20_ode_3_sic_te_diva_potens_cypri_tritoniusP.mid,1724180380,1724179194
21. Ode 4,Solvitur acris hyems[Incorrectly titled Ode 5 Quis multa gracilis][Edited version],Petrus Tritonius,,A-Wn:Austrian National Library Music Collection,ms 9704:Jacobus Thurner Lautenbuch,,1523,f.26,Sarge Gerbode,Sarge Gerbode,,,,"Utilis et Compendiaria Introductio (c.1515), f.b1vd",,,ode,FM,2.0,5-course,,,,https://lutemusic.org/facsimiles/A-Wn_Austrian_National_Library_Music_Collection/ms_9704_Jacobus_Thurner_Lautenbuch_1523/26.png,https://lutemusic.org/sources/A-Wn_Austrian_National_Library_Music_Collection/ms_9704_Jacobus_Thurner_Lautenbuch_c1500/21_ode_4_solvitur_acris_hyems_tritoniusP.ft3,https://lutemusic.org/sources/A-Wn_Austrian_National_Library_Music_Collection/ms_9704_Jacobus_Thurner_Lautenbuch_c1500/pdf/21_ode_4_solvitur_acris_hyems_tritoniusP.pdf,https://lutemusic.org/sources/A-Wn_Austrian_National_Library_Music_Collection/ms_9704_Jacobus_Thurner_Lautenbuch_c1500/midi/21_ode_4_solvitur_acris_hyems_tritoniusP.mid,1724180380,1724179238
22. Ode 6,Scriberis vario[Edited version],Petrus Tritonius,,A-Wn:Austrian National Library Music Collection,ms 9704:Jacobus Thurner Lautenbuch,,1523,f.27,Sarge Gerbode,Sarge Gerbode,,,,"Utilis et Compendiaria Introductio (c.1515), f.b2b",,,ode,FM,2.0,6-course,,,,https://lutemusic.org/facsimiles/A-Wn_Austrian_National_Library_Music_Collection/ms_9704_Jacobus_Thurner_Lautenbuch_1523/27.png,https://lutemusic.org/sources/A-Wn_Austrian_National_Library_Music_Collection/ms_9704_Jacobus_Thurner_Lautenbuch_c1500/22_ode_6_scriberis_vario_tritoniusP.ft3,https://lutemusic.org/sources/A-Wn_Austrian_National_Library_Music_Collection/ms_9704_Jacobus_Thurner_Lautenbuch_c1500/pdf/22_ode_6_scriberis_vario_tritoniusP.pdf,https://lutemusic.org/sources/A-Wn_Austrian_National_Library_Music_Collection/ms_9704_Jacobus_Thurner_Lautenbuch_c1500/midi/22_ode_6_scriberis_vario_tritoniusP.mid,1724180380,1724179288
23. Zart schönste frau,Edited version,Anonymous,,A-Wn:Austrian National Library Music Collection,ms 9704:Jacobus Thurner Lautenbuch,,1523,f.28,Sarge Gerbode,Sarge Gerbode,,,,,,,"vocal intabulation, lied",FM,2.0,6-course,,,,https://lutemusic.org/facsimiles/A-Wn_Austrian_National_Library_Music_Collection/ms_9704_Jacobus_Thurner_Lautenbuch_1523/28.png,https://lutemusic.org/sources/A-Wn_Austrian_National_Library_Music_Collection/ms_9704_Jacobus_Thurner_Lautenbuch_c1500/23_zart_schonste_frau_anon.ft3,https://lutemusic.org/sources/A-Wn_Austrian_National_Library_Music_Collection/ms_9704_Jacobus_Thurner_Lautenbuch_c1500/pdf/23_zart_schonste_frau_anon.pdf,https://lutemusic.org/sources/A-Wn_Austrian_National_Library_Music_Collection/ms_9704_Jacobus_Thurner_Lautenbuch_c1500/midi/23_zart_schonste_frau_anon.mid,1724180380,1724086591
"24. Elslein, liebes Elslein mein",,Anonymous,,A-Wn:Austrian National Library Music Collection,ms 9704:Jacobus Thurner Lautenbuch,,1523,f.28v,Sarge Gerbode,Sarge Gerbode,,,,,,,"vocal intabulation, lied",FM,2.0,5-course,,,,https://lutemusic.org/facsimiles/A-Wn_Austrian_National_Library_Music_Collection/ms_9704_Jacobus_Thurner_Lautenbuch_1523/28v.png,https://lutemusic.org/sources/A-Wn_Austrian_National_Library_Music_Collection/ms_9704_Jacobus_Thurner_Lautenbuch_c1500/24_elslein_liebes_elslein_mein_anon.ft3,https://lutemusic.org/sources/A-Wn_Austrian_National_Library_Music_Collection/ms_9704_Jacobus_Thurner_Lautenbuch_c1500/pdf/24_elslein_liebes_elslein_mein_anon.pdf,https://lutemusic.org/sources/A-Wn_Austrian_National_Library_Music_Collection/ms_9704_Jacobus_Thurner_Lautenbuch_c1500/midi/24_elslein_liebes_elslein_mein_anon.mid,1724180380,1724086635
1. Quando io penso al martire,(Jacques Arcadelt),Anonymous,Jacques Arcadelt,A-Wn:Austrian National Library Music Collection,mus.hs.8967,,1565,f.1v,Sarge Gerbode,Sarge Gerbode,,,,,,,"vocal intabulation, madrigal",GM,4.0,6-course,,,,https://lutemusic.org/facsimiles/A-Wn_Austrian_National_Library_Music_Collection/mus.hs.8967_1565/1v.png,https://lutemusic.org/sources/A-Wn_Austrian_National_Library_Music_Collection/mus.hs.8967_1565/01_quando_io_penso_al_martire_arcadeltJ.ft3,https://lutemusic.org/sources/A-Wn_Austrian_National_Library_Music_Collection/mus.hs.8967_1565/pdf/01_quando_io_penso_al_martire_arcadeltJ.pdf,https://lutemusic.org/sources/A-Wn_Austrian_National_Library_Music_Collection/mus.hs.8967_1565/midi/01_quando_io_penso_al_martire_arcadeltJ.mid,1709916913,1649793335
2. Preambulum,,Anonymous,,A-Wn:Austrian National Library Music Collection,mus.hs.8967,,1565,f.2va,Sarge Gerbode,Sarge Gerbode,,,,,,,unknown,Gm,2.0,6-course,,,,https://lutemusic.org/facsimiles/A-Wn_Austrian_National_Library_Music_Collection/mus.hs.8967_1565/2v.png,https://lutemusic.org/sources/A-Wn_Austrian_National_Library_Music_Collection/mus.hs.8967_1565/02_preambulum_anon.ft3,https://lutemusic.org/sources/A-Wn_Austrian_National_Library_Music_Collection/mus.hs.8967_1565/pdf/02_preambulum_anon.pdf,https://lutemusic.org/sources/A-Wn_Austrian_National_Library_Music_Collection/mus.hs.8967_1565/midi/02_preambulum_anon.mid,1709916913,1651072483
3. Fantasia,,Anonymous,,A-Wn:Austrian National Library Music Collection,mus.hs.8967,,1565,f.2vb,Sarge Gerbode,Sarge Gerbode,,,,,,,fantasia,Em,4.0,6-course,,,,https://lutemusic.org/facsimiles/A-Wn_Austrian_National_Library_Music_Collection/mus.hs.8967_1565/2v.png,https://lutemusic.org/sources/A-Wn_Austrian_National_Library_Music_Collection/mus.hs.8967_1565/03_fantasia_anon.ft3,https://lutemusic.org/sources/A-Wn_Austrian_National_Library_Music_Collection/mus.hs.8967_1565/pdf/03_fantasia_anon.pdf,https://lutemusic.org/sources/A-Wn_Austrian_National_Library_Music_Collection/mus.hs.8967_1565/midi/03_fantasia_anon.mid,1709916913,1649793335
4. Fantasia,,Anonymous,,A-Wn:Austrian National Library Music Collection,mus.hs.8967,,1565,f.4,Sarge Gerbode,Sarge Gerbode,,,,,,,fantasia,GM,5.0,6-course,,,,https://lutemusic.org/facsimiles/A-Wn_Austrian_National_Library_Music_Collection/mus.hs.8967_1565/4.png,https://lutemusic.org/sources/A-Wn_Austrian_National_Library_Music_Collection/mus.hs.8967_1565/04_fantasia_anon.ft3,https://lutemusic.org/sources/A-Wn_Austrian_National_Library_Music_Collection/mus.hs.8967_1565/pdf/04_fantasia_anon.pdf,https://lutemusic.org/sources/A-Wn_Austrian_National_Library_Music_Collection/mus.hs.8967_1565/midi/04_fantasia_anon.mid,1709916913,1649793335
5. Sequitur muteta nova,New motet,Anonymous,,A-Wn:Austrian National Library Music Collection,mus.hs.8967,,1565,f.5v,Sarge Gerbode,Sarge Gerbode,,,,,,,motet,EM,5.0,6-course,,,,https://lutemusic.org/facsimiles/A-Wn_Austrian_National_Library_Music_Collection/mus.hs.8967_1565/5v.png,https://lutemusic.org/sources/A-Wn_Austrian_National_Library_Music_Collection/mus.hs.8967_1565/05_muteta_nova_anon.ft3,https://lutemusic.org/sources/A-Wn_Austrian_National_Library_Music_Collection/mus.hs.8967_1565/pdf/05_muteta_nova_anon.pdf,https://lutemusic.org/sources/A-Wn_Austrian_National_Library_Music_Collection/mus.hs.8967_1565/midi/05_muteta_nova_anon.mid,1709916913,1649793335
1. Passamezzo,,Giulio Abondante,,Giulio Abondante,Intabolatura di Liuto,1,1563,f.a1v,Sarge Gerbode,Sarge Gerbode,,,,,,,passamezzo moderno,GM,3.0,6-course,,,,https://lutemusic.org/facsimiles/AbondanteG/Intabolatura_di_Liuto/v.1_1563/a1v.png,https://lutemusic.org/sources/AbondanteG/Intabolatura_di_liuto/v.1_1563/01_passamezzo_abondanteG.ft3,https://lutemusic.org/sources/AbondanteG/Intabolatura_di_liuto/v.1_1563/pdf/01_passamezzo_abondanteG.pdf,https://lutemusic.org/sources/AbondanteG/Intabolatura_di_liuto/v.1_1563/midi/01_passamezzo_abondanteG.mid,1709916913,1678234053
2. Gagliarda Venetiana,,Giulio Abondante,,Giulio Abondante,Intabolatura di Liuto,1,1563,f.a2v,Sarge Gerbode,Sarge Gerbode,,,,,,,galliard,Gm,3.0,6-course,,,,https://lutemusic.org/facsimiles/AbondanteG/Intabolatura_di_Liuto/v.1_1563/a2v.png,https://lutemusic.org/sources/AbondanteG/Intabolatura_di_liuto/v.1_1563/02_gagliarda_venetiana_abondanteG.ft3,https://lutemusic.org/sources/AbondanteG/Intabolatura_di_liuto/v.1_1563/pdf/02_gagliarda_venetiana_abondanteG.pdf,https://lutemusic.org/sources/AbondanteG/Intabolatura_di_liuto/v.1_1563/midi/02_gagliarda_venetiana_abondanteG.mid,1709916913,1678234053
3. Gagliarda,El Traditor,Giulio Abondante,,Giulio Abondante,Intabolatura di Liuto,1,1563,f.a3,Sarge Gerbode,Sarge Gerbode,,,,,,,galliard,FM,3.0,6-course,,,,https://lutemusic.org/facsimiles/AbondanteG/Intabolatura_di_Liuto/v.1_1563/a3.png,https://lutemusic.org/sources/AbondanteG/Intabolatura_di_liuto/v.1_1563/03_gagliarda_el_traditor_abondanteG.ft3,https://lutemusic.org/sources/AbondanteG/Intabolatura_di_liuto/v.1_1563/pdf/03_gagliarda_el_traditor_abondanteG.pdf,https://lutemusic.org/sources/AbondanteG/Intabolatura_di_liuto/v.1_1563/midi/03_gagliarda_el_traditor_abondanteG.mid,1709916913,1678234053
4. Mezza notte,(Anonymous),Giulio Abondante,Anonymous,Giulio Abondante,Intabolatura di Liuto,1,1563,f.a3v,Sarge Gerbode,Sarge Gerbode,,,,,,,galliard,FM,3.0,6-course,,,,https://lutemusic.org/facsimiles/AbondanteG/Intabolatura_di_Liuto/v.1_1563/a3v.png,https://lutemusic.org/sources/AbondanteG/Intabolatura_di_liuto/v.1_1563/04_mezza_notte_anon.ft3,https://lutemusic.org/sources/AbondanteG/Intabolatura_di_liuto/v.1_1563/pdf/04_mezza_notte_anon.pdf,https://lutemusic.org/sources/AbondanteG/Intabolatura_di_liuto/v.1_1563/midi/04_mezza_notte_anon.mid,1709916913,1678234053
5. El ciel turchin,(Anonymous),Giulio Abondante,Anonymous,Giulio Abondante,Intabolatura di Liuto,1,1563,f.a4,Sarge Gerbode,François Pizette,,,,,,,galliard,GM,3.0,6-course,,,,https://lutemusic.org/facsimiles/AbondanteG/Intabolatura_di_Liuto/v.1_1563/a4.png,https://lutemusic.org/sources/AbondanteG/Intabolatura_di_liuto/v.1_1563/05_el_ciel_turchin_anon.ft3,https://lutemusic.org/sources/AbondanteG/Intabolatura_di_liuto/v.1_1563/pdf/05_el_ciel_turchin_anon.pdf,https://lutemusic.org/sources/AbondanteG/Intabolatura_di_liuto/v.1_1563/midi/05_el_ciel_turchin_anon.mid,1709916913,1678243295
6. L'herba fresca,(Anonymous),Giulio Abondante,Anonymous,Giulio Abondante,Intabolatura di Liuto,1,1563,f.a4v,Sarge Gerbode,Sarge Gerbode,,,,,,,galliard,Gm,3.0,6-course,,,,https://lutemusic.org/facsimiles/AbondanteG/Intabolatura_di_Liuto/v.1_1563/a4v.png,https://lutemusic.org/sources/AbondanteG/Intabolatura_di_liuto/v.1_1563/06_l_herba_fresca_anon.ft3,https://lutemusic.org/sources/AbondanteG/Intabolatura_di_liuto/v.1_1563/pdf/06_l_herba_fresca_anon.pdf,https://lutemusic.org/sources/AbondanteG/Intabolatura_di_liuto/v.1_1563/midi/06_l_herba_fresca_anon.mid,1709916913,1678292417
7. El poverin,(Anonymous),Giulio Abondante,Anonymous,Giulio Abondante,Intabolatura di Liuto,1,1563,f.b1,Sarge Gerbode,Sarge Gerbode,,,,,,,galliard,Gm,3.0,6-course,,,,https://lutemusic.org/facsimiles/AbondanteG/Intabolatura_di_Liuto/v.1_1563/b1.png,https://lutemusic.org/sources/AbondanteG/Intabolatura_di_liuto/v.1_1563/07_el_poverin_anon.ft3,https://lutemusic.org/sources/AbondanteG/Intabolatura_di_liuto/v.1_1563/pdf/07_el_poverin_anon.pdf,https://lutemusic.org/sources/AbondanteG/Intabolatura_di_liuto/v.1_1563/midi/07_el_poverin_anon.mid,1709916913,1678243456
8. Passamezzo 2,,Giulio Abondante,,Giulio Abondante,Intabolatura di Liuto,1,1563,f.b1v,Sarge Gerbode,Sarge Gerbode,,,,,,,passamezzo antico,Gm,3.0,6-course,,,,https://lutemusic.org/facsimiles/AbondanteG/Intabolatura_di_Liuto/v.1_1563/b1v.png,https://lutemusic.org/sources/AbondanteG/Intabolatura_di_liuto/v.1_1563/08_passamezzo_2_abondanteG.ft3,https://lutemusic.org/sources/AbondanteG/Intabolatura_di_liuto/v.1_1563/pdf/08_passamezzo_2_abondanteG.pdf,https://lutemusic.org/sources/AbondanteG/Intabolatura_di_liuto/v.1_1563/midi/08_passamezzo_2_abondanteG.mid,1709916913,1678292576
9. La Traditora,,Giulio Abondante,,Giulio Abondante,Intabolatura di Liuto,1,1563,f.b2v,Sarge Gerbode,Sarge Gerbode,,,,,,,"traditora-dance, traditora",Gm,3.0,6-course,,,,https://lutemusic.org/facsimiles/AbondanteG/Intabolatura_di_Liuto/v.1_1563/b2v.png,https://lutemusic.org/sources/AbondanteG/Intabolatura_di_liuto/v.1_1563/09_la_traditora_anon.ft3,https://lutemusic.org/sources/AbondanteG/Intabolatura_di_liuto/v.1_1563/pdf/09_la_traditora_anon.pdf,https://lutemusic.org/sources/AbondanteG/Intabolatura_di_liuto/v.1_1563/midi/09_la_traditora_anon.mid,1709916913,1700675894
10. Galliard,El Pichardo,Giulio Abondante,,Giulio Abondante,Intabolatura di Liuto,1,1563,f.b3v,Sarge Gerbode,Sarge Gerbode,,,,,,,galliard,Gm,3.0,6-course,,,,https://lutemusic.org/facsimiles/AbondanteG/Intabolatura_di_Liuto/v.1_1563/b3v.png,https://lutemusic.org/sources/AbondanteG/Intabolatura_di_liuto/v.1_1563/10_gagliarda_el_pichardo.ft3,https://lutemusic.org/sources/AbondanteG/Intabolatura_di_liuto/v.1_1563/pdf/10_gagliarda_el_pichardo.pdf,https://lutemusic.org/sources/AbondanteG/Intabolatura_di_liuto/v.1_1563/midi/10_gagliarda_el_pichardo.mid,1709916913,1678234053
11. Passamezzo,,Giulio Abondante,,Giulio Abondante,Intabolatura di Liuto,1,1563,f.b4v,Sarge Gerbode,Sarge Gerbode,,,,,,,passamezzo moderno,GM,3.0,6-course,,,,https://lutemusic.org/facsimiles/AbondanteG/Intabolatura_di_Liuto/v.1_1563/b4v.png,https://lutemusic.org/sources/AbondanteG/Intabolatura_di_liuto/v.1_1563/11_passamezzo_3_abondanteG.ft3,https://lutemusic.org/sources/AbondanteG/Intabolatura_di_liuto/v.1_1563/pdf/11_passamezzo_3_abondanteG.pdf,https://lutemusic.org/sources/AbondanteG/Intabolatura_di_liuto/v.1_1563/midi/11_passamezzo_3_abondanteG.mid,1709916913,1678234053
